product_id,date,daily_sales,region
PROD-0012,2024-01-04,23,East
PROD-0045,2024-01-04,21,Central
PROD-0001,2024-01-04,27,West
PROD-0071,2024-01-04,4,North
PROD-0046,2024-01-04,29,Central
PROD-0022,2024-01-04,32,South
PROD-0042,2024-01-04,19,West
PROD-0028,2024-01-04,10,West
PROD-0018,2024-01-04,15,West
PROD-0078,2024-01-04,18,West
PROD-0021,2024-01-04,32,North
PROD-0019,2024-01-04,14,West
PROD-0083,2024-01-04,14,East
PROD-0077,2024-01-04,16,South
PROD-0027,2024-01-04,30,West
PROD-0068,2024-01-04,3,North
PROD-0032,2024-01-04,4,North
PROD-0003,2024-01-04,19,North
PROD-0025,2024-01-04,33,East
PROD-0057,2024-01-04,6,Central
PROD-0040,2024-01-04,2,Central
PROD-0076,2024-01-04,25,Central
PROD-0008,2024-01-04,15,North
PROD-0084,2024-01-04,18,East
PROD-0054,2024-01-04,30,West
PROD-0011,2024-01-04,32,North
PROD-0031,2024-01-04,13,Central
PROD-0016,2024-01-04,14,East
PROD-0055,2024-01-04,4,Central
PROD-0045,2024-01-05,7,West
PROD-0078,2024-01-05,10,North
PROD-0051,2024-01-05,16,Central
PROD-0087,2024-01-05,16,North
PROD-0100,2024-01-05,34,East
PROD-0077,2024-01-05,25,South
PROD-0058,2024-01-05,19,Central
PROD-0016,2024-01-05,35,Central
PROD-0050,2024-01-05,28,Central
PROD-0098,2024-01-05,1,Central
PROD-0032,2024-01-05,30,East
PROD-0035,2024-01-05,1,South
PROD-0082,2024-01-05,12,East
PROD-0014,2024-01-05,15,East
PROD-0080,2024-01-05,0,South
PROD-0062,2024-01-05,7,Central
PROD-0065,2024-01-05,30,West
PROD-0027,2024-01-05,3,South
PROD-0084,2024-01-05,33,North
PROD-0001,2024-01-05,4,Central
PROD-0073,2024-01-05,9,West
PROD-0029,2024-01-05,18,West
PROD-0096,2024-01-05,15,South
PROD-0063,2024-01-05,16,East
PROD-0046,2024-01-05,32,East
PROD-0005,2024-01-05,35,Central
PROD-0012,2024-01-05,27,North
PROD-0083,2024-01-05,2,South
PROD-0019,2024-01-05,7,Central
PROD-0070,2024-01-05,2,North
PROD-0076,2024-01-05,12,West
PROD-0090,2024-01-05,30,West
PROD-0047,2024-01-05,22,Central
PROD-0091,2024-01-05,20,West
PROD-0054,2024-01-05,12,South
PROD-0043,2024-01-05,34,Central
PROD-0095,2024-01-05,5,East
PROD-0093,2024-01-05,19,North
PROD-0066,2024-01-05,13,Central
PROD-0092,2024-01-05,22,Central
PROD-0020,2024-01-05,30,East
PROD-0002,2024-01-05,2,South
PROD-0060,2024-01-05,18,Central
PROD-0049,2024-01-05,2,North
PROD-0071,2024-01-05,9,East
PROD-0036,2024-01-05,9,South
PROD-0037,2024-01-05,34,East
PROD-0075,2024-01-05,13,East
PROD-0069,2024-01-05,5,North
PROD-0099,2024-01-05,22,West
PROD-0009,2024-01-05,8,South
PROD-0024,2024-01-05,17,Central
PROD-0031,2024-01-05,32,South
PROD-0079,2024-01-05,23,Central
PROD-0011,2024-01-05,30,East
PROD-0030,2024-01-05,3,West
PROD-0004,2024-01-05,33,North
PROD-0048,2024-01-05,19,North
PROD-0055,2024-01-05,21,North
PROD-0061,2024-01-05,14,Central
PROD-0072,2024-01-05,19,Central
PROD-0021,2024-01-05,18,West
PROD-0022,2024-01-05,13,North
PROD-0053,2024-01-05,18,North
PROD-0033,2024-01-05,14,South
PROD-0081,2024-01-05,28,West
PROD-0056,2024-01-05,31,East
PROD-0059,2024-01-05,4,West
PROD-0094,2024-01-05,4,South
PROD-0026,2024-01-05,19,Central
PROD-0098,2024-01-06,2,West
PROD-0071,2024-01-06,8,East
PROD-0054,2024-01-06,6,East
PROD-0077,2024-01-06,21,South
PROD-0048,2024-01-06,2,Central
PROD-0068,2024-01-06,16,North
PROD-0029,2024-01-06,14,Central
PROD-0016,2024-01-06,4,East
PROD-0100,2024-01-06,9,South
PROD-0012,2024-01-06,6,North
PROD-0051,2024-01-06,4,East
PROD-0028,2024-01-06,4,South
PROD-0036,2024-01-06,16,South
PROD-0053,2024-01-06,20,North
PROD-0093,2024-01-06,4,West
PROD-0083,2024-01-06,12,Central
PROD-0094,2024-01-06,20,Central
PROD-0061,2024-01-06,11,Central
PROD-0087,2024-01-06,17,Central
PROD-0082,2024-01-06,8,East
PROD-0056,2024-01-06,4,West
PROD-0031,2024-01-06,2,West
PROD-0027,2024-01-06,11,East
PROD-0074,2024-01-06,7,Central
PROD-0057,2024-01-06,1,East
PROD-0041,2024-01-06,13,North
PROD-0020,2024-01-06,8,West
PROD-0010,2024-01-06,11,North
PROD-0095,2024-01-06,1,East
PROD-0066,2024-01-06,7,North
PROD-0007,2024-01-06,17,North
PROD-0003,2024-01-06,16,Central
PROD-0076,2024-01-06,13,West
PROD-0006,2024-01-06,12,Central
PROD-0046,2024-01-06,14,North
PROD-0096,2024-01-06,11,Central
PROD-0047,2024-01-06,17,South
PROD-0091,2024-01-06,8,Central
PROD-0052,2024-01-06,12,Central
PROD-0043,2024-01-06,4,North
PROD-0088,2024-01-06,11,North
PROD-0023,2024-01-06,9,North
PROD-0033,2024-01-06,13,South
PROD-0086,2024-01-06,0,South
PROD-0032,2024-01-06,18,West
PROD-0058,2024-01-06,11,Central
PROD-0080,2024-01-06,14,Central
PROD-0039,2024-01-06,4,East
PROD-0008,2024-01-06,9,East
PROD-0092,2024-01-06,10,West
PROD-0018,2024-01-06,21,East
PROD-0055,2024-01-06,18,Central
PROD-0042,2024-01-06,1,East
PROD-0045,2024-01-06,2,East
PROD-0025,2024-01-06,2,Central
PROD-0004,2024-01-06,18,West
PROD-0026,2024-01-06,7,East
PROD-0067,2024-01-06,19,Central
PROD-0059,2024-01-06,4,East
PROD-0019,2024-01-06,2,Central
PROD-0005,2024-01-06,17,South
PROD-0037,2024-01-06,9,East
PROD-0021,2024-01-06,17,West
PROD-0079,2024-01-06,3,Central
PROD-0030,2024-01-06,18,North
PROD-0070,2024-01-06,8,Central
PROD-0014,2024-01-06,10,East
PROD-0011,2024-01-06,3,Central
PROD-0100,2024-01-07,17,West
PROD-0056,2024-01-07,13,East
PROD-0075,2024-01-07,0,East
PROD-0003,2024-01-07,8,South
PROD-0065,2024-01-07,5,East
PROD-0070,2024-01-07,21,West
PROD-0016,2024-01-07,4,South
PROD-0042,2024-01-07,3,South
PROD-0044,2024-01-07,2,East
PROD-0039,2024-01-07,2,Central
PROD-0064,2024-01-07,21,Central
PROD-0048,2024-01-07,19,Central
PROD-0094,2024-01-07,0,East
PROD-0004,2024-01-07,21,Central
PROD-0066,2024-01-07,3,Central
PROD-0049,2024-01-07,10,South
PROD-0028,2024-01-07,4,South
PROD-0071,2024-01-07,18,Central
PROD-0032,2024-01-07,4,West
PROD-0050,2024-01-07,0,West
PROD-0078,2024-01-07,9,South
PROD-0081,2024-01-07,11,Central
PROD-0085,2024-01-07,7,West
PROD-0052,2024-01-07,6,Central
PROD-0024,2024-01-07,6,East
PROD-0061,2024-01-07,12,South
PROD-0019,2024-01-07,9,Central
PROD-0030,2024-01-07,11,West
PROD-0095,2024-01-07,21,East
PROD-0033,2024-01-07,21,West
PROD-0082,2024-01-07,13,Central
PROD-0017,2024-01-07,11,South
PROD-0034,2024-01-07,4,Central
PROD-0087,2024-01-07,3,East
PROD-0018,2024-01-07,1,West
PROD-0007,2024-01-07,9,Central
PROD-0093,2024-01-07,2,Central
PROD-0073,2024-01-07,2,East
PROD-0080,2024-01-07,2,South
PROD-0025,2024-01-07,7,West
PROD-0035,2024-01-07,13,South
PROD-0083,2024-01-07,11,North
PROD-0054,2024-01-07,6,West
PROD-0010,2024-01-07,9,North
PROD-0053,2024-01-07,11,North
PROD-0067,2024-01-07,10,Central
PROD-0055,2024-01-07,9,South
PROD-0015,2024-01-07,10,North
PROD-0063,2024-01-07,9,South
PROD-0058,2024-01-07,0,East
PROD-0059,2024-01-07,2,East
PROD-0090,2024-01-07,4,South
PROD-0057,2024-01-07,0,East
PROD-0089,2024-01-07,12,South
PROD-0021,2024-01-07,20,West
PROD-0086,2024-01-07,11,Central
PROD-0077,2024-01-07,0,North
PROD-0001,2024-01-07,0,East
PROD-0079,2024-01-07,5,South
PROD-0084,2024-01-07,14,Central
PROD-0022,2024-01-07,14,West
PROD-0077,2024-01-08,13,South
PROD-0009,2024-01-08,14,North
PROD-0036,2024-01-08,2,South
PROD-0012,2024-01-08,18,Central
PROD-0026,2024-01-08,21,North
PROD-0090,2024-01-08,5,West
PROD-0048,2024-01-08,27,Central
PROD-0006,2024-01-08,1,Central
PROD-0017,2024-01-08,25,South
PROD-0025,2024-01-08,32,South
PROD-0043,2024-01-08,13,West
PROD-0100,2024-01-08,0,Central
PROD-0089,2024-01-08,16,South
PROD-0082,2024-01-08,25,West
PROD-0022,2024-01-08,8,North
PROD-0020,2024-01-08,23,East
PROD-0041,2024-01-08,3,Central
PROD-0011,2024-01-08,24,Central
PROD-0005,2024-01-08,23,Central
PROD-0015,2024-01-08,1,West
PROD-0088,2024-01-08,21,North
PROD-0002,2024-01-08,28,West
PROD-0046,2024-01-08,16,East
PROD-0039,2024-01-08,33,North
PROD-0027,2024-01-08,16,North
PROD-0086,2024-01-08,16,South
PROD-0085,2024-01-08,32,North
PROD-0079,2024-01-08,35,Central
PROD-0096,2024-01-08,33,East
PROD-0061,2024-01-08,6,North
PROD-0065,2024-01-08,16,Central
PROD-0069,2024-01-08,15,South
PROD-0064,2024-01-08,35,West
PROD-0084,2024-01-08,31,West
PROD-0031,2024-01-08,28,South
PROD-0042,2024-01-08,6,North
PROD-0021,2024-01-08,32,West
PROD-0052,2024-01-08,2,East
PROD-0076,2024-01-08,9,North
PROD-0098,2024-01-08,9,North
PROD-0044,2024-01-08,14,East
PROD-0014,2024-01-08,23,West
PROD-0060,2024-01-08,24,West
PROD-0080,2024-01-08,11,North
PROD-0035,2024-01-08,34,South
PROD-0068,2024-01-08,13,East
PROD-0059,2024-01-08,35,North
PROD-0053,2024-01-08,29,East
PROD-0028,2024-01-08,12,North
PROD-0033,2024-01-08,16,West
PROD-0058,2024-01-08,18,West
PROD-0037,2024-01-08,17,East
PROD-0081,2024-01-08,8,West
PROD-0054,2024-01-08,31,West
PROD-0099,2024-01-08,16,Central
PROD-0023,2024-01-08,12,North
PROD-0024,2024-01-08,32,West
PROD-0071,2024-01-08,4,West
PROD-0067,2024-01-08,27,South
PROD-0057,2024-01-08,24,East
PROD-0075,2024-01-08,14,North
PROD-0074,2024-01-08,4,East
PROD-0016,2024-01-09,14,West
PROD-0088,2024-01-09,27,West
PROD-0091,2024-01-09,7,West
PROD-0084,2024-01-09,16,West
PROD-0050,2024-01-09,2,East
PROD-0079,2024-01-09,28,West
PROD-0063,2024-01-09,12,North
PROD-0067,2024-01-09,3,West
PROD-0095,2024-01-09,16,Central
PROD-0015,2024-01-09,33,South
PROD-0082,2024-01-09,1,South
PROD-0077,2024-01-09,27,West
PROD-0078,2024-01-09,2,South
PROD-0047,2024-01-09,3,South
PROD-0032,2024-01-09,35,East
PROD-0049,2024-01-09,16,West
PROD-0060,2024-01-09,25,North
PROD-0008,2024-01-09,27,South
PROD-0096,2024-01-09,30,West
PROD-0023,2024-01-09,16,East
PROD-0061,2024-01-09,20,North
PROD-0071,2024-01-09,25,South
PROD-0090,2024-01-09,23,East
PROD-0051,2024-01-09,18,East
PROD-0052,2024-01-09,29,East
PROD-0013,2024-01-09,11,North
PROD-0069,2024-01-09,1,South
PROD-0056,2024-01-09,22,Central
PROD-0076,2024-01-09,17,Central
PROD-0097,2024-01-09,5,East
PROD-0003,2024-01-09,35,East
PROD-0019,2024-01-09,32,West
PROD-0020,2024-01-09,9,Central
PROD-0033,2024-01-09,13,West
PROD-0005,2024-01-09,9,North
PROD-0085,2024-01-09,6,North
PROD-0099,2024-01-09,20,South
PROD-0064,2024-01-09,32,West
PROD-0035,2024-01-09,4,East
PROD-0039,2024-01-09,30,East
PROD-0048,2024-01-09,32,North
PROD-0044,2024-01-09,25,Central
PROD-0065,2024-01-09,13,East
PROD-0011,2024-01-09,7,South
PROD-0054,2024-01-09,16,Central
PROD-0092,2024-01-09,10,North
PROD-0055,2024-01-09,9,South
PROD-0036,2024-01-09,11,West
PROD-0001,2024-01-09,1,East
PROD-0043,2024-01-09,25,Central
PROD-0002,2024-01-09,16,West
PROD-0046,2024-01-09,25,South
PROD-0028,2024-01-09,28,North
PROD-0021,2024-01-09,3,East
PROD-0083,2024-01-09,18,West
PROD-0072,2024-01-09,23,West
PROD-0062,2024-01-09,35,West
PROD-0010,2024-01-09,25,North
PROD-0007,2024-01-09,6,East
PROD-0053,2024-01-09,29,North
PROD-0068,2024-01-09,20,West
PROD-0045,2024-01-09,30,Central
PROD-0012,2024-01-09,16,South
PROD-0100,2024-01-09,35,Central
PROD-0089,2024-01-09,28,Central
PROD-0006,2024-01-09,8,South
PROD-0031,2024-01-09,19,Central
PROD-0057,2024-01-09,2,North
PROD-0027,2024-01-09,23,South
PROD-0094,2024-01-09,14,South
PROD-0080,2024-01-09,7,East
PROD-0017,2024-01-09,32,South
PROD-0034,2024-01-09,16,Central
PROD-0085,2024-01-10,4,East
PROD-0045,2024-01-10,9,Central
PROD-0006,2024-01-10,12,South
PROD-0027,2024-01-10,28,East
PROD-0020,2024-01-10,28,Central
PROD-0079,2024-01-10,4,Central
PROD-0041,2024-01-10,29,South
PROD-0033,2024-01-10,26,Central
PROD-0091,2024-01-10,7,South
PROD-0060,2024-01-10,30,Central
PROD-0005,2024-01-10,32,Central
PROD-0028,2024-01-10,15,Central
PROD-0040,2024-01-10,2,North
PROD-0097,2024-01-10,4,North
PROD-0094,2024-01-10,29,Central
PROD-0011,2024-01-10,11,South
PROD-0071,2024-01-10,35,Central
PROD-0100,2024-01-10,18,Central
PROD-0038,2024-01-10,28,North
PROD-0036,2024-01-10,22,Central
PROD-0043,2024-01-10,13,East
PROD-0046,2024-01-10,21,South
PROD-0002,2024-01-10,30,West
PROD-0077,2024-01-10,14,West
PROD-0082,2024-01-10,3,North
PROD-0075,2024-01-10,7,West
PROD-0069,2024-01-10,18,West
PROD-0001,2024-01-10,21,South
PROD-0058,2024-01-10,15,Central
PROD-0013,2024-01-10,7,East
PROD-0078,2024-01-10,32,East
PROD-0022,2024-01-10,32,East
PROD-0054,2024-01-10,18,South
PROD-0004,2024-01-10,34,East
PROD-0063,2024-01-10,23,Central
PROD-0090,2024-01-10,4,East
PROD-0066,2024-01-10,11,West
PROD-0037,2024-01-10,5,East
PROD-0003,2024-01-10,20,South
PROD-0034,2024-01-10,7,North
PROD-0095,2024-01-10,2,East
PROD-0024,2024-01-10,17,Central
PROD-0052,2024-01-10,18,South
PROD-0064,2024-01-10,7,East
PROD-0068,2024-01-10,25,East
PROD-0056,2024-01-10,9,South
PROD-0042,2024-01-10,22,Central
PROD-0087,2024-01-10,21,West
PROD-0035,2024-01-10,14,West
PROD-0039,2024-01-10,1,North
PROD-0030,2024-01-10,18,Central
PROD-0031,2024-01-10,21,South
PROD-0018,2024-01-10,9,Central
PROD-0029,2024-01-10,16,North
PROD-0067,2024-01-10,2,East
PROD-0050,2024-01-10,22,Central
PROD-0084,2024-01-10,29,West
PROD-0048,2024-01-10,13,Central
PROD-0051,2024-01-10,0,North
PROD-0009,2024-01-10,19,South
PROD-0065,2024-01-10,11,East
PROD-0053,2024-01-10,34,West
PROD-0076,2024-01-10,16,North
PROD-0014,2024-01-10,18,North
PROD-0007,2024-01-10,25,Central
PROD-0073,2024-01-10,9,East
PROD-0023,2024-01-10,25,East
PROD-0093,2024-01-10,3,West
PROD-0016,2024-01-10,23,West
PROD-0010,2024-01-10,34,Central
PROD-0032,2024-01-10,12,Central
PROD-0089,2024-01-10,30,Central
PROD-0092,2024-01-10,5,South
PROD-0026,2024-01-10,4,West
PROD-0096,2024-01-10,16,East
PROD-0015,2024-01-10,25,East
PROD-0088,2024-01-10,34,South
PROD-0007,2024-01-11,23,West
PROD-0001,2024-01-11,23,North
PROD-0031,2024-01-11,2,North
PROD-0038,2024-01-11,6,East
PROD-0050,2024-01-11,21,Central
PROD-0092,2024-01-11,21,South
PROD-0022,2024-01-11,27,Central
PROD-0019,2024-01-11,6,East
PROD-0047,2024-01-11,28,East
PROD-0016,2024-01-11,7,West
PROD-0021,2024-01-11,28,East
PROD-0085,2024-01-11,26,East
PROD-0027,2024-01-11,23,Central
PROD-0060,2024-01-11,24,West
PROD-0072,2024-01-11,32,Central
PROD-0067,2024-01-11,14,West
PROD-0081,2024-01-11,1,East
PROD-0044,2024-01-11,15,North
PROD-0082,2024-01-11,18,Central
PROD-0078,2024-01-11,14,North
PROD-0028,2024-01-11,27,West
PROD-0033,2024-01-11,11,Central
PROD-0057,2024-01-11,25,South
PROD-0036,2024-01-11,32,North
PROD-0076,2024-01-11,26,West
PROD-0040,2024-01-11,7,Central
PROD-0083,2024-01-11,28,Central
PROD-0002,2024-01-11,35,West
PROD-0071,2024-01-11,7,South
PROD-0093,2024-01-11,2,Central
PROD-0064,2024-01-11,31,North
PROD-0058,2024-01-11,9,North
PROD-0066,2024-01-11,20,East
PROD-0013,2024-01-11,18,South
PROD-0032,2024-01-11,18,South
PROD-0086,2024-01-11,18,Central
PROD-0024,2024-01-11,35,Central
PROD-0017,2024-01-11,21,North
PROD-0090,2024-01-11,32,South
PROD-0042,2024-01-11,23,South
PROD-0075,2024-01-11,25,East
PROD-0035,2024-01-11,30,West
PROD-0009,2024-01-11,23,West
PROD-0023,2024-01-11,14,South
PROD-0055,2024-01-11,21,Central
PROD-0099,2024-01-11,15,Central
PROD-0006,2024-01-11,16,East
PROD-0095,2024-01-11,28,West
PROD-0080,2024-01-11,9,South
PROD-0041,2024-01-11,12,Central
PROD-0026,2024-01-11,14,South
PROD-0034,2024-01-11,14,East
PROD-0074,2024-01-11,32,South
PROD-0010,2024-01-11,31,West
PROD-0069,2024-01-11,14,West
PROD-0097,2024-01-11,16,Central
PROD-0051,2024-01-11,32,East
PROD-0100,2024-01-11,13,North
PROD-0054,2024-01-11,25,Central
PROD-0029,2024-01-11,17,West
PROD-0020,2024-01-11,16,South
PROD-0008,2024-01-11,13,North
PROD-0077,2024-01-11,13,North
PROD-0046,2024-01-12,20,East
PROD-0085,2024-01-12,33,West
PROD-0003,2024-01-12,9,South
PROD-0011,2024-01-12,24,East
PROD-0068,2024-01-12,25,East
PROD-0026,2024-01-12,6,North
PROD-0096,2024-01-12,28,Central
PROD-0076,2024-01-12,11,South
PROD-0021,2024-01-12,2,Central
PROD-0097,2024-01-12,10,South
PROD-0008,2024-01-12,2,North
PROD-0016,2024-01-12,18,East
PROD-0094,2024-01-12,32,West
