date,product_id,category,daily_sales,anomaly_label,anomaly_score,ecod_flag,iforest_flag,lof_flag
2022-07-18,PROD-0001,Electronics,20.97,0,0.1022,0,0,0
2022-07-19,PROD-0001,Electronics,13.77,0,0.1597,0,0,1
2022-07-20,PROD-0001,Electronics,23.29,0,0.2029,0,0,1
2022-07-21,PROD-0001,Electronics,25.01,0,0.1636,0,0,1
2022-07-22,PROD-0001,Electronics,30.03,0,0.0375,0,0,0
2022-07-23,PROD-0001,Electronics,29.73,0,0.1016,0,0,0
2022-07-24,PROD-0001,Electronics,12.69,0,0.0899,0,0,0
2022-07-25,PROD-0001,Electronics,14.81,0,0.0599,0,0,0
2022-07-26,PROD-0001,Electronics,24.63,0,0.0605,0,0,0
2022-07-27,PROD-0001,Electronics,24.62,0,0.0434,0,0,0
2022-07-28,PROD-0001,Electronics,24.63,0,0.0287,0,0,0
2022-07-29,PROD-0001,Electronics,79.24,0,0.1466,0,0,1
2022-07-30,PROD-0001,Electronics,25.13,0,0.1462,0,0,0
2022-07-31,PROD-0001,Electronics,30.62,0,0.2131,0,0,1
2022-08-01,PROD-0001,Electronics,28.74,0,0.1663,0,0,0
2022-08-02,PROD-0001,Electronics,25.86,0,0.0785,0,0,0
2022-08-03,PROD-0001,Electronics,18.44,0,0.0776,0,0,0
2022-08-04,PROD-0001,Electronics,26.85,0,0.0647,0,0,0
2022-08-05,PROD-0001,Electronics,15.71,0,0.1361,0,0,1
2022-08-06,PROD-0001,Electronics,18.96,0,0.0759,0,0,0
2022-08-07,PROD-0001,Electronics,17.38,0,0.1164,0,0,0
2022-08-08,PROD-0001,Electronics,21.2,0,0.1139,0,0,0
2022-08-09,PROD-0001,Electronics,46.32,0,0.0473,0,0,0
2022-08-10,PROD-0001,Electronics,10.72,0,0.0589,0,0,0
2022-08-11,PROD-0001,Electronics,26.2,0,0.0379,0,0,0
2022-08-12,PROD-0001,Electronics,11.72,0,0.0989,0,0,0
2022-08-13,PROD-0001,Electronics,17.48,0,0.1027,0,0,0
2022-08-14,PROD-0001,Electronics,30.18,0,0.1275,0,0,0
2022-08-15,PROD-0001,Electronics,21.09,0,0.0992,0,0,0
2022-08-16,PROD-0001,Electronics,14.14,0,0.0859,0,0,0
2022-08-17,PROD-0001,Electronics,16.06,0,0.0999,0,0,0
2022-08-18,PROD-0001,Electronics,26.17,0,0.0626,0,0,0
2022-08-19,PROD-0001,Electronics,15.98,0,0.0925,0,0,0
2022-08-20,PROD-0001,Electronics,22.26,0,0.0993,0,0,0
2022-08-21,PROD-0001,Electronics,20.97,0,0.1315,0,0,0
2022-08-22,PROD-0001,Electronics,16.43,0,0.091,0,0,0
2022-08-23,PROD-0001,Electronics,43.72,0,0.1054,0,0,0
2022-08-24,PROD-0001,Electronics,25.77,0,0.0881,0,0,0
2022-08-25,PROD-0001,Electronics,10.16,0,0.0401,0,0,0
2022-08-26,PROD-0001,Electronics,22.04,0,0.0675,0,0,0
2022-08-27,PROD-0001,Electronics,16.38,0,0.0894,0,0,0
2022-08-28,PROD-0001,Electronics,27.84,0,0.2099,0,0,1
2022-08-29,PROD-0001,Electronics,15.65,0,0.0847,0,0,0
2022-08-30,PROD-0001,Electronics,19.85,0,0.0915,0,0,0
2022-08-31,PROD-0001,Electronics,24.66,0,0.0495,0,0,0
2022-09-01,PROD-0001,Electronics,40.22,0,0.1013,0,0,0
2022-09-02,PROD-0001,Electronics,19.52,0,0.0572,0,0,0
2022-09-03,PROD-0001,Electronics,26.43,0,0.1124,0,0,0
2022-09-04,PROD-0001,Electronics,25.17,0,0.1269,0,0,0
2022-09-05,PROD-0001,Electronics,23.65,0,0.1087,0,0,0
2022-09-06,PROD-0001,Electronics,55.15,0,0.0655,0,0,0
2022-09-07,PROD-0001,Electronics,34.26,0,0.0489,0,0,0
2022-09-08,PROD-0001,Electronics,19.13,0,0.082,0,0,0
2022-09-09,PROD-0001,Electronics,41.01,0,0.1096,0,0,0
2022-09-10,PROD-0001,Electronics,62.51,0,0.1121,0,0,0
2022-09-11,PROD-0001,Electronics,42.7,0,0.1687,0,0,0
2022-09-12,PROD-0001,Electronics,17.48,0,0.1123,0,0,0
2022-09-13,PROD-0001,Electronics,25.12,0,0.1077,0,0,0
2022-09-14,PROD-0001,Electronics,46.37,0,0.0654,0,0,0
2022-09-15,PROD-0001,Electronics,23.23,0,0.0986,0,0,0
2022-09-16,PROD-0001,Electronics,34.77,0,0.0965,0,0,0
2022-09-17,PROD-0001,Electronics,39.04,0,0.1364,0,0,0
2022-09-18,PROD-0001,Electronics,21.53,0,0.1407,0,0,0
2022-09-19,PROD-0001,Electronics,29.16,0,0.0736,0,0,0
2022-09-20,PROD-0001,Electronics,9.58,0,0.0491,0,0,0
2022-09-21,PROD-0001,Electronics,20.81,0,0.0723,0,0,0
2022-09-22,PROD-0001,Electronics,27.27,0,0.0672,0,0,0
2022-09-23,PROD-0001,Electronics,19.25,0,0.0547,0,0,0
2022-09-24,PROD-0001,Electronics,52.76,0,0.1818,0,0,0
2022-09-25,PROD-0001,Electronics,18.07,0,0.1354,0,0,0
2022-09-26,PROD-0001,Electronics,25.55,0,0.0916,0,0,0
2022-09-27,PROD-0001,Electronics,31.21,0,0.1438,0,0,0
2022-09-28,PROD-0001,Electronics,49.37,0,0.1011,0,0,0
2022-09-29,PROD-0001,Electronics,18.04,0,0.0892,0,0,0
2022-09-30,PROD-0001,Electronics,44.81,0,0.1198,0,0,0
2022-10-01,PROD-0001,Electronics,26.03,0,0.1845,0,0,0
2022-10-02,PROD-0001,Electronics,18.4,0,0.1824,0,0,0
2022-10-03,PROD-0001,Electronics,30.5,0,0.1051,0,0,0
2022-10-04,PROD-0001,Electronics,27.82,0,0.0807,0,0,0
2022-10-05,PROD-0001,Electronics,21.03,0,0.1033,0,0,0
2022-10-06,PROD-0001,Electronics,26.59,0,0.1242,0,0,0
2022-10-07,PROD-0001,Electronics,22.68,0,0.136,0,0,1
2022-10-08,PROD-0001,Electronics,27.01,0,0.1571,0,0,1
2022-10-09,PROD-0001,Electronics,32.73,0,0.2297,0,0,1
2022-10-10,PROD-0001,Electronics,45.24,0,0.13,0,0,0
2022-10-11,PROD-0001,Electronics,16.84,0,0.0679,0,0,0
2022-10-12,PROD-0001,Electronics,54.8,0,0.0711,0,0,0
2022-10-13,PROD-0001,Electronics,13.12,0,0.0552,0,0,0
2022-10-14,PROD-0001,Electronics,24.64,0,0.0929,0,0,0
2022-10-15,PROD-0001,Electronics,31.92,0,0.1029,0,0,0
2022-10-16,PROD-0001,Electronics,28.67,0,0.1272,0,0,0
2022-10-17,PROD-0001,Electronics,20.9,0,0.1136,0,0,0
2022-10-18,PROD-0001,Electronics,24.17,0,0.0735,0,0,0
2022-10-19,PROD-0001,Electronics,21.88,0,0.0908,0,0,0
2022-10-20,PROD-0001,Electronics,21.15,0,0.33,0,0,1
2022-10-21,PROD-0001,Electronics,35.01,0,0.1242,0,0,1
2022-10-22,PROD-0001,Electronics,29.47,0,0.1502,0,0,1
2022-10-23,PROD-0001,Electronics,20.41,0,0.17,0,0,1
2022-10-24,PROD-0001,Electronics,35.64,0,0.1075,0,0,0
2022-10-25,PROD-0001,Electronics,28.97,0,0.0921,0,0,1
2022-10-26,PROD-0001,Electronics,34.59,0,0.0511,0,0,0
2022-10-27,PROD-0001,Electronics,32.44,0,0.1007,0,0,1
2022-10-28,PROD-0001,Electronics,19.47,0,0.0943,0,0,0
2022-10-29,PROD-0001,Electronics,21.4,0,0.119,0,0,0
2022-10-30,PROD-0001,Electronics,33.82,0,0.1593,0,0,0
2022-10-31,PROD-0001,Electronics,32.24,0,0.0974,0,0,0
2022-11-01,PROD-0001,Electronics,29.87,0,0.1683,0,0,1
2022-11-02,PROD-0001,Electronics,32.17,0,0.113,0,0,1
2022-11-03,PROD-0001,Electronics,49.5,0,0.0495,0,0,0
2022-11-04,PROD-0001,Electronics,26.35,0,0.0694,0,0,0
2022-11-05,PROD-0001,Electronics,40.15,0,0.1385,0,0,0
2022-11-06,PROD-0001,Electronics,31.56,0,0.1525,0,0,0
2022-11-07,PROD-0001,Electronics,32.04,0,0.1068,0,0,0
2022-11-08,PROD-0001,Electronics,51.79,0,0.0659,0,0,0
2022-11-09,PROD-0001,Electronics,47.94,0,0.0779,0,0,0
2022-11-10,PROD-0001,Electronics,48.58,0,0.1003,0,0,0
2022-11-11,PROD-0001,Electronics,58.65,0,0.1276,0,0,0
2022-11-12,PROD-0001,Electronics,37.99,0,0.1708,0,0,0
2022-11-13,PROD-0001,Electronics,48.56,0,0.183,0,0,0
2022-11-14,PROD-0001,Electronics,34.76,0,0.1345,0,0,0
2022-11-15,PROD-0001,Electronics,43.93,0,0.1221,0,0,0
2022-11-16,PROD-0001,Electronics,37.89,0,0.1197,0,0,0
2022-11-17,PROD-0001,Electronics,41.43,0,0.1345,0,0,0
2022-11-18,PROD-0001,Electronics,49.76,0,0.1683,0,0,0
2022-11-19,PROD-0001,Electronics,30.58,0,0.2454,0,0,1
2022-11-20,PROD-0001,Electronics,85.29,0,0.1913,0,0,0
2022-11-21,PROD-0001,Electronics,29.0,0,0.1372,0,0,0
2022-11-22,PROD-0001,Electronics,27.09,0,0.126,0,0,0
2022-11-23,PROD-0001,Electronics,62.38,0,0.1266,0,0,0
2022-11-24,PROD-0001,Electronics,55.02,0,0.1284,0,0,0
2022-11-25,PROD-0001,Electronics,51.98,0,0.1512,0,0,0
2022-11-26,PROD-0001,Electronics,52.09,0,0.1976,0,0,0
2022-11-27,PROD-0001,Electronics,41.61,0,0.2671,0,0,0
2022-11-28,PROD-0001,Electronics,30.48,0,0.1678,0,0,0
2022-11-29,PROD-0001,Electronics,42.75,0,0.1613,0,0,0
2022-11-30,PROD-0001,Electronics,32.73,0,0.1636,0,0,0
2022-12-01,PROD-0001,Electronics,58.1,0,0.1748,0,0,0
2022-12-02,PROD-0001,Electronics,39.01,0,0.1841,0,0,0
2022-12-03,PROD-0001,Electronics,30.56,0,0.2242,0,0,0
2022-12-04,PROD-0001,Electronics,36.18,0,0.2797,0,0,1
2022-12-05,PROD-0001,Electronics,46.38,0,0.1799,0,0,0
2022-12-06,PROD-0001,Electronics,32.64,0,0.1579,0,0,0
2022-12-07,PROD-0001,Electronics,29.5,0,0.1429,0,0,0
2022-12-08,PROD-0001,Electronics,42.33,0,0.1793,0,0,0
2022-12-09,PROD-0001,Electronics,41.81,0,0.2215,0,0,1
2022-12-10,PROD-0001,Electronics,31.69,0,0.2864,0,0,1
2022-12-11,PROD-0001,Electronics,31.62,0,0.2217,0,0,0
2022-12-12,PROD-0001,Electronics,39.8,0,0.1943,0,0,1
2022-12-13,PROD-0001,Electronics,21.73,0,0.1406,0,0,0
2022-12-14,PROD-0001,Electronics,21.65,0,0.1383,0,0,1
2022-12-15,PROD-0001,Electronics,27.03,0,0.1453,0,0,0
2022-12-16,PROD-0001,Electronics,31.6,0,0.2249,0,0,1
2022-12-17,PROD-0001,Electronics,37.17,0,0.2649,0,0,1
2022-12-18,PROD-0001,Electronics,54.63,0,0.17,0,0,0
2022-12-19,PROD-0001,Electronics,42.99,0,0.1134,0,0,0
2022-12-20,PROD-0001,Electronics,29.38,0,0.1517,0,0,0
2022-12-21,PROD-0001,Electronics,30.08,0,0.0914,0,0,0
2022-12-22,PROD-0001,Electronics,20.76,0,0.0797,0,0,0
2022-12-23,PROD-0001,Electronics,28.5,0,0.1294,0,0,0
2022-12-24,PROD-0001,Electronics,25.19,0,0.158,0,0,0
2022-12-25,PROD-0001,Electronics,30.29,0,0.2216,0,0,0
2022-12-26,PROD-0001,Electronics,19.64,0,0.2,0,0,1
2022-12-27,PROD-0001,Electronics,30.48,0,0.1654,0,0,1
2022-12-28,PROD-0001,Electronics,42.05,0,0.1104,0,0,0
2022-12-29,PROD-0001,Electronics,22.89,0,0.1273,0,0,0
2022-12-30,PROD-0001,Electronics,26.44,0,0.1197,0,0,0
2022-12-31,PROD-0001,Electronics,28.23,0,0.205,0,0,0
2023-01-01,PROD-0001,Electronics,22.81,0,0.1942,0,0,0
2023-01-02,PROD-0001,Electronics,28.4,0,0.1409,0,0,0
2023-01-03,PROD-0001,Electronics,16.82,0,0.1179,0,0,0
2023-01-04,PROD-0001,Electronics,17.33,0,0.1741,0,0,0
2023-01-05,PROD-0001,Electronics,12.78,0,0.156,0,0,0
2023-01-06,PROD-0001,Electronics,16.89,0,0.2092,0,0,1
2023-01-07,PROD-0001,Electronics,19.94,0,0.2701,0,0,1
2023-01-08,PROD-0001,Electronics,27.84,0,0.2811,0,0,1
2023-01-09,PROD-0001,Electronics,23.44,0,0.274,0,0,1
2023-01-10,PROD-0001,Electronics,35.6,0,0.1573,0,0,0
2023-01-11,PROD-0001,Electronics,12.81,0,0.1732,0,0,0
2023-01-12,PROD-0001,Electronics,22.75,0,0.1825,0,0,0
2023-01-13,PROD-0001,Electronics,17.87,0,0.1919,0,0,1
2023-01-14,PROD-0001,Electronics,36.08,0,0.1791,0,0,0
2023-01-15,PROD-0001,Electronics,12.64,0,0.203,0,0,0
2023-01-16,PROD-0001,Electronics,12.5,0,0.1848,0,0,0
2023-01-17,PROD-0001,Electronics,13.6,0,0.2193,0,0,0
2023-01-18,PROD-0001,Electronics,7.98,0,0.2505,0,0,0
2023-01-19,PROD-0001,Electronics,13.96,0,0.185,0,0,0
2023-01-20,PROD-0001,Electronics,12.86,0,0.2069,0,0,0
2023-01-21,PROD-0001,Electronics,17.69,0,0.509,0,0,1
2023-01-22,PROD-0001,Electronics,18.92,1,0.4511,1,0,1
2023-01-23,PROD-0001,Electronics,32.37,0,0.3145,0,0,1
2023-01-24,PROD-0001,Electronics,23.41,0,0.2396,0,0,1
2023-01-25,PROD-0001,Electronics,13.72,1,0.4167,1,0,1
2023-01-26,PROD-0001,Electronics,12.26,0,0.2207,0,0,1
2023-01-27,PROD-0001,Electronics,19.95,0,0.2415,0,0,0
2023-01-28,PROD-0001,Electronics,10.58,0,0.3019,0,0,1
2023-01-29,PROD-0001,Electronics,31.89,0,0.2471,0,0,0
2023-01-30,PROD-0001,Electronics,39.82,0,0.2071,0,0,0
2023-01-31,PROD-0001,Electronics,22.36,0,0.1752,0,0,0
2023-02-01,PROD-0001,Electronics,14.47,0,0.2039,0,0,0
2023-02-02,PROD-0001,Electronics,42.34,0,0.2016,0,0,0
2023-02-03,PROD-0001,Electronics,25.33,0,0.1532,0,0,0
2023-02-04,PROD-0001,Electronics,40.67,0,0.2597,0,0,1
2023-02-05,PROD-0001,Electronics,15.09,0,0.2019,0,0,0
2023-02-06,PROD-0001,Electronics,21.38,0,0.1524,0,0,0
2023-02-07,PROD-0001,Electronics,26.43,0,0.1051,0,0,0
2023-02-08,PROD-0001,Electronics,26.82,0,0.1157,0,0,0
2023-02-09,PROD-0001,Electronics,22.54,0,0.1375,0,0,0
2023-02-10,PROD-0001,Electronics,32.82,0,0.1388,0,0,0
2023-02-11,PROD-0001,Electronics,18.16,0,0.2654,0,0,1
2023-02-12,PROD-0001,Electronics,25.11,0,0.2821,0,0,1
2023-02-13,PROD-0001,Electronics,27.53,0,0.2597,0,0,1
2023-02-14,PROD-0001,Electronics,31.61,0,0.2783,0,0,1
2023-02-15,PROD-0001,Electronics,33.87,0,0.2608,0,0,1
2023-02-16,PROD-0001,Electronics,17.82,0,0.1417,0,0,1
2023-02-17,PROD-0001,Electronics,15.44,0,0.1747,0,0,1
2023-02-18,PROD-0001,Electronics,41.31,0,0.1551,0,0,0
2023-02-19,PROD-0001,Electronics,29.68,0,0.1724,0,0,0
2023-02-20,PROD-0001,Electronics,20.33,0,0.1206,0,0,0
2023-02-21,PROD-0001,Electronics,45.48,0,0.1069,0,0,0
2023-02-22,PROD-0001,Electronics,27.52,0,0.1022,0,0,0
2023-02-23,PROD-0001,Electronics,39.94,0,0.1134,0,0,0
2023-02-24,PROD-0001,Electronics,27.07,0,0.1692,0,0,0
2023-02-25,PROD-0001,Electronics,54.39,0,0.2328,0,0,0
2023-02-26,PROD-0001,Electronics,48.88,0,0.2149,0,0,0
2023-02-27,PROD-0001,Electronics,24.24,0,0.2368,0,0,0
2023-02-28,PROD-0001,Electronics,37.16,0,0.1731,0,0,0
2023-03-01,PROD-0001,Electronics,38.13,0,0.1367,0,0,0
2023-03-02,PROD-0001,Electronics,49.12,0,0.1471,0,0,0
2023-03-03,PROD-0001,Electronics,21.71,0,0.1903,0,0,0
2023-03-04,PROD-0001,Electronics,38.69,0,0.2337,0,0,0
2023-03-05,PROD-0001,Electronics,44.08,0,0.2163,0,0,0
2023-03-06,PROD-0001,Electronics,16.45,0,0.1628,0,0,0
2023-03-07,PROD-0001,Electronics,20.12,0,0.1369,0,0,0
2023-03-08,PROD-0001,Electronics,14.91,0,0.1153,0,0,0
2023-03-09,PROD-0001,Electronics,27.71,0,0.1277,0,0,0
2023-03-10,PROD-0001,Electronics,39.15,0,0.1256,0,0,0
2023-03-11,PROD-0001,Electronics,51.54,0,0.2033,0,0,0
2023-03-12,PROD-0001,Electronics,31.27,0,0.207,0,0,0
2023-03-13,PROD-0001,Electronics,53.88,0,0.1977,0,0,0
2023-03-14,PROD-0001,Electronics,18.8,0,0.1481,0,0,0
2023-03-15,PROD-0001,Electronics,16.79,0,0.159,0,0,0
2023-03-16,PROD-0001,Electronics,29.89,0,0.1214,0,0,0
2023-03-17,PROD-0001,Electronics,34.87,0,0.141,0,0,0
2023-03-18,PROD-0001,Electronics,30.14,0,0.1946,0,0,0
2023-03-19,PROD-0001,Electronics,14.79,0,0.1986,0,0,0
2023-03-20,PROD-0001,Electronics,29.56,0,0.1938,0,0,1
2023-03-21,PROD-0001,Electronics,19.32,0,0.1069,0,0,0
2023-03-22,PROD-0001,Electronics,38.56,0,0.1054,0,0,0
