product_id,category,date,actual,forecast,error
PROD-0067,Clothing,2024-12-24,33.48,66.89,-33.41
PROD-0067,Clothing,2024-12-25,53.84,66.52,-12.68
PROD-0067,Clothing,2024-12-26,100.27,66.15,34.12
PROD-0067,Clothing,2024-12-27,29.67,65.78,-36.11
PROD-0067,Clothing,2024-12-28,82.63,65.41,17.22
PROD-0067,Clothing,2024-12-29,26.0,65.04,-39.04
PROD-0067,Clothing,2024-12-30,46.55,64.66,-18.11
PROD-0037,Clothing,2024-12-01,50.86,81.62,-30.76
PROD-0037,Clothing,2024-12-02,86.24,80.9,5.34
PROD-0037,Clothing,2024-12-03,83.24,80.18,3.06
PROD-0037,Clothing,2024-12-04,48.99,79.46,-30.47
PROD-0037,Clothing,2024-12-05,116.43,78.74,37.69
PROD-0037,Clothing,2024-12-06,161.81,78.02,83.79
PROD-0037,Clothing,2024-12-07,69.83,77.29,-7.46
PROD-0037,Clothing,2024-12-08,78.24,76.57,1.67
PROD-0037,Clothing,2024-12-09,38.18,75.85,-37.67
PROD-0037,Clothing,2024-12-10,94.49,75.13,19.36
PROD-0037,Clothing,2024-12-11,81.12,74.41,6.71
PROD-0037,Clothing,2024-12-12,53.72,73.69,-19.97
PROD-0037,Clothing,2024-12-13,42.82,72.97,-30.15
PROD-0037,Clothing,2024-12-14,153.43,72.25,81.18
PROD-0037,Clothing,2024-12-15,72.28,71.52,0.76
PROD-0037,Clothing,2024-12-16,36.93,70.8,-33.87
PROD-0037,Clothing,2024-12-17,87.64,70.08,17.56
PROD-0037,Clothing,2024-12-18,62.6,69.36,-6.76
PROD-0037,Clothing,2024-12-19,56.08,68.64,-12.56
PROD-0037,Clothing,2024-12-20,86.58,67.92,18.66
PROD-0037,Clothing,2024-12-21,14.0,67.2,-53.2
PROD-0037,Clothing,2024-12-22,20.37,66.47,-46.1
PROD-0037,Clothing,2024-12-23,97.34,65.75,31.59
PROD-0037,Clothing,2024-12-24,44.45,65.03,-20.58
PROD-0037,Clothing,2024-12-25,37.14,64.31,-27.17
PROD-0037,Clothing,2024-12-26,22.81,63.59,-40.78
PROD-0037,Clothing,2024-12-27,47.49,62.87,-15.38
PROD-0037,Clothing,2024-12-28,48.84,62.15,-13.31
PROD-0037,Clothing,2024-12-29,82.74,61.43,21.31
PROD-0037,Clothing,2024-12-30,46.81,60.7,-13.89
PROD-0098,Food,2024-12-01,165.51,176.41,-10.9
PROD-0098,Food,2024-12-02,119.9,178.41,-58.51
PROD-0098,Food,2024-12-03,100.39,180.41,-80.02
PROD-0098,Food,2024-12-04,145.65,182.42,-36.77
PROD-0098,Food,2024-12-05,150.2,184.42,-34.22
PROD-0098,Food,2024-12-06,106.06,186.43,-80.37
PROD-0098,Food,2024-12-07,94.65,188.43,-93.78
PROD-0098,Food,2024-12-08,150.83,190.44,-39.61
PROD-0098,Food,2024-12-09,153.83,192.44,-38.61
PROD-0098,Food,2024-12-10,112.54,194.45,-81.91
PROD-0098,Food,2024-12-11,96.52,196.45,-99.93
PROD-0098,Food,2024-12-12,162.41,198.46,-36.05
PROD-0098,Food,2024-12-13,150.81,200.46,-49.65
PROD-0098,Food,2024-12-14,126.18,202.47,-76.29
PROD-0098,Food,2024-12-15,200.63,204.47,-3.84
PROD-0098,Food,2024-12-16,127.25,206.48,-79.23
PROD-0098,Food,2024-12-17,113.64,208.48,-94.84
PROD-0098,Food,2024-12-18,96.28,210.49,-114.21
PROD-0098,Food,2024-12-19,102.46,212.49,-110.03
PROD-0098,Food,2024-12-20,80.13,214.5,-134.37
PROD-0098,Food,2024-12-21,89.53,216.5,-126.97
PROD-0098,Food,2024-12-22,142.8,218.51,-75.71
PROD-0098,Food,2024-12-23,101.83,220.51,-118.68
PROD-0098,Food,2024-12-24,107.55,222.52,-114.97
PROD-0098,Food,2024-12-25,64.24,224.52,-160.28
PROD-0098,Food,2024-12-26,129.23,226.53,-97.3
PROD-0098,Food,2024-12-27,100.41,228.53,-128.12
PROD-0098,Food,2024-12-28,78.59,230.54,-151.95
PROD-0098,Food,2024-12-29,113.15,232.54,-119.39
PROD-0098,Food,2024-12-30,54.94,234.55,-179.61
PROD-0008,Food,2024-12-01,131.57,171.25,-39.68
PROD-0008,Food,2024-12-02,139.36,172.85,-33.49
PROD-0008,Food,2024-12-03,150.53,174.45,-23.92
PROD-0008,Food,2024-12-04,96.63,176.05,-79.42
PROD-0008,Food,2024-12-05,101.84,177.65,-75.81
PROD-0008,Food,2024-12-06,121.41,179.25,-57.84
PROD-0008,Food,2024-12-07,142.05,180.85,-38.8
PROD-0008,Food,2024-12-08,128.26,182.45,-54.19
PROD-0008,Food,2024-12-09,178.33,184.05,-5.72
PROD-0008,Food,2024-12-10,97.18,185.65,-88.47
PROD-0008,Food,2024-12-11,110.7,187.25,-76.55
PROD-0008,Food,2024-12-12,171.4,188.85,-17.45
PROD-0008,Food,2024-12-13,127.49,190.46,-62.97
PROD-0008,Food,2024-12-14,145.42,192.06,-46.64
PROD-0008,Food,2024-12-15,179.94,193.66,-13.72
PROD-0008,Food,2024-12-16,101.72,195.26,-93.54
PROD-0008,Food,2024-12-17,112.03,196.86,-84.83
PROD-0008,Food,2024-12-18,105.7,198.46,-92.76
PROD-0008,Food,2024-12-19,73.67,200.06,-126.39
PROD-0008,Food,2024-12-20,99.77,201.66,-101.89
PROD-0008,Food,2024-12-21,123.28,203.26,-79.98
PROD-0008,Food,2024-12-22,112.02,204.86,-92.84
PROD-0008,Food,2024-12-23,110.56,206.46,-95.9
PROD-0008,Food,2024-12-24,87.96,208.06,-120.1
PROD-0008,Food,2024-12-25,80.64,209.66,-129.02
PROD-0008,Food,2024-12-26,114.81,211.26,-96.45
PROD-0008,Food,2024-12-27,78.04,212.86,-134.82
PROD-0008,Food,2024-12-28,88.39,214.46,-126.07
PROD-0008,Food,2024-12-29,83.19,216.06,-132.87
PROD-0008,Food,2024-12-30,104.1,217.66,-113.56
PROD-0059,Industrial,2024-12-01,26.81,27.4,-0.59
PROD-0059,Industrial,2024-12-02,32.68,27.59,5.09
PROD-0059,Industrial,2024-12-03,29.0,27.79,1.21
PROD-0059,Industrial,2024-12-04,30.1,27.98,2.12
PROD-0059,Industrial,2024-12-05,30.45,28.18,2.27
PROD-0059,Industrial,2024-12-06,21.62,28.37,-6.75
PROD-0059,Industrial,2024-12-07,27.91,28.57,-0.66
PROD-0059,Industrial,2024-12-08,27.78,28.76,-0.98
PROD-0059,Industrial,2024-12-09,23.64,28.95,-5.31
PROD-0059,Industrial,2024-12-10,23.26,29.15,-5.89
PROD-0059,Industrial,2024-12-11,22.99,29.34,-6.35
PROD-0059,Industrial,2024-12-12,20.78,29.54,-8.76
PROD-0059,Industrial,2024-12-13,18.93,29.73,-10.8
PROD-0059,Industrial,2024-12-14,31.52,29.93,1.59
PROD-0059,Industrial,2024-12-15,26.32,30.12,-3.8
PROD-0059,Industrial,2024-12-16,22.0,30.32,-8.32
PROD-0059,Industrial,2024-12-17,17.19,30.51,-13.32
PROD-0059,Industrial,2024-12-18,22.71,30.7,-7.99
PROD-0059,Industrial,2024-12-19,19.34,30.9,-11.56
PROD-0059,Industrial,2024-12-20,19.44,31.09,-11.65
PROD-0059,Industrial,2024-12-21,27.15,31.29,-4.14
PROD-0059,Industrial,2024-12-22,25.06,31.48,-6.42
PROD-0059,Industrial,2024-12-23,12.85,31.68,-18.83
PROD-0059,Industrial,2024-12-24,18.78,31.87,-13.09
PROD-0059,Industrial,2024-12-25,17.67,32.06,-14.39
PROD-0059,Industrial,2024-12-26,17.61,32.26,-14.65
PROD-0059,Industrial,2024-12-27,14.87,32.45,-17.58
PROD-0059,Industrial,2024-12-28,15.63,32.65,-17.02
PROD-0059,Industrial,2024-12-29,12.81,32.84,-20.03
PROD-0059,Industrial,2024-12-30,17.02,33.04,-16.02
PROD-0039,Industrial,2024-12-01,26.56,26.27,0.29
PROD-0039,Industrial,2024-12-02,27.95,26.41,1.54
PROD-0039,Industrial,2024-12-03,25.83,26.56,-0.73
PROD-0039,Industrial,2024-12-04,24.73,26.7,-1.97
PROD-0039,Industrial,2024-12-05,29.37,26.85,2.52
PROD-0039,Industrial,2024-12-06,28.3,27.0,1.3
PROD-0039,Industrial,2024-12-07,25.43,27.14,-1.71
PROD-0039,Industrial,2024-12-08,30.18,27.29,2.89
PROD-0039,Industrial,2024-12-09,25.19,27.43,-2.24
PROD-0039,Industrial,2024-12-10,23.92,27.58,-3.66
PROD-0039,Industrial,2024-12-11,23.87,27.72,-3.85
PROD-0039,Industrial,2024-12-12,24.31,27.87,-3.56
PROD-0039,Industrial,2024-12-13,20.29,28.01,-7.72
PROD-0039,Industrial,2024-12-14,17.25,28.16,-10.91
PROD-0039,Industrial,2024-12-15,23.35,28.3,-4.95
PROD-0039,Industrial,2024-12-16,24.83,28.45,-3.62
PROD-0039,Industrial,2024-12-17,18.44,28.59,-10.15
PROD-0039,Industrial,2024-12-18,24.58,28.74,-4.16
PROD-0039,Industrial,2024-12-19,15.95,28.88,-12.93
PROD-0039,Industrial,2024-12-20,18.3,29.03,-10.73
PROD-0039,Industrial,2024-12-21,25.03,29.17,-4.14
PROD-0039,Industrial,2024-12-22,19.88,29.32,-9.44
PROD-0039,Industrial,2024-12-23,17.5,29.46,-11.96
PROD-0039,Industrial,2024-12-24,18.46,29.61,-11.15
PROD-0039,Industrial,2024-12-25,20.63,29.75,-9.12
PROD-0039,Industrial,2024-12-26,13.45,29.9,-16.45
PROD-0039,Industrial,2024-12-27,19.69,30.04,-10.35
PROD-0039,Industrial,2024-12-28,14.52,30.19,-15.67
PROD-0039,Industrial,2024-12-29,16.79,30.33,-13.54
PROD-0039,Industrial,2024-12-30,13.29,30.48,-17.19
PROD-0075,Pharmaceuticals,2024-12-01,33.72,40.47,-6.75
PROD-0075,Pharmaceuticals,2024-12-02,34.81,40.8,-5.99
PROD-0075,Pharmaceuticals,2024-12-03,34.81,41.13,-6.32
PROD-0075,Pharmaceuticals,2024-12-04,33.78,41.46,-7.68
PROD-0075,Pharmaceuticals,2024-12-05,36.27,41.79,-5.52
PROD-0075,Pharmaceuticals,2024-12-06,34.66,42.12,-7.46
PROD-0075,Pharmaceuticals,2024-12-07,27.79,42.45,-14.66
PROD-0075,Pharmaceuticals,2024-12-08,34.01,42.78,-8.77
PROD-0075,Pharmaceuticals,2024-12-09,34.44,43.11,-8.67
PROD-0075,Pharmaceuticals,2024-12-10,32.55,43.44,-10.89
PROD-0075,Pharmaceuticals,2024-12-11,37.92,43.77,-5.85
PROD-0075,Pharmaceuticals,2024-12-12,32.74,44.1,-11.36
PROD-0075,Pharmaceuticals,2024-12-13,31.12,44.43,-13.31
PROD-0075,Pharmaceuticals,2024-12-14,33.36,44.76,-11.4
PROD-0075,Pharmaceuticals,2024-12-15,37.44,45.09,-7.65
PROD-0075,Pharmaceuticals,2024-12-16,28.8,45.42,-16.62
PROD-0075,Pharmaceuticals,2024-12-17,31.74,45.75,-14.01
PROD-0075,Pharmaceuticals,2024-12-18,33.54,46.08,-12.54
PROD-0075,Pharmaceuticals,2024-12-19,26.61,46.41,-19.8
PROD-0075,Pharmaceuticals,2024-12-20,23.6,46.74,-23.14
PROD-0075,Pharmaceuticals,2024-12-21,27.0,47.07,-20.07
PROD-0075,Pharmaceuticals,2024-12-22,28.76,47.4,-18.64
PROD-0075,Pharmaceuticals,2024-12-23,23.74,47.73,-23.99
PROD-0075,Pharmaceuticals,2024-12-24,26.45,48.05,-21.6
PROD-0075,Pharmaceuticals,2024-12-25,21.09,48.38,-27.29
PROD-0075,Pharmaceuticals,2024-12-26,21.72,48.71,-26.99
PROD-0075,Pharmaceuticals,2024-12-27,21.35,49.04,-27.69
PROD-0075,Pharmaceuticals,2024-12-28,20.55,49.37,-28.82
PROD-0075,Pharmaceuticals,2024-12-29,18.47,49.7,-31.23
PROD-0075,Pharmaceuticals,2024-12-30,18.79,50.03,-31.24
PROD-0055,Pharmaceuticals,2024-12-01,34.08,38.15,-4.07
PROD-0055,Pharmaceuticals,2024-12-02,30.66,38.31,-7.65
PROD-0055,Pharmaceuticals,2024-12-03,34.8,38.46,-3.66
PROD-0055,Pharmaceuticals,2024-12-04,39.53,38.62,0.91
PROD-0055,Pharmaceuticals,2024-12-05,34.62,38.78,-4.16
PROD-0055,Pharmaceuticals,2024-12-06,33.48,38.94,-5.46
PROD-0055,Pharmaceuticals,2024-12-07,33.04,39.09,-6.05
PROD-0055,Pharmaceuticals,2024-12-08,42.09,39.25,2.84
PROD-0055,Pharmaceuticals,2024-12-09,35.25,39.41,-4.16
PROD-0055,Pharmaceuticals,2024-12-10,27.88,39.57,-11.69
PROD-0055,Pharmaceuticals,2024-12-11,30.46,39.72,-9.26
PROD-0055,Pharmaceuticals,2024-12-12,30.37,39.88,-9.51
PROD-0055,Pharmaceuticals,2024-12-13,28.89,40.04,-11.15
PROD-0055,Pharmaceuticals,2024-12-14,30.65,40.2,-9.55
PROD-0055,Pharmaceuticals,2024-12-15,28.18,40.36,-12.18
PROD-0055,Pharmaceuticals,2024-12-16,27.76,40.51,-12.75
PROD-0055,Pharmaceuticals,2024-12-17,29.01,40.67,-11.66
PROD-0055,Pharmaceuticals,2024-12-18,23.92,40.83,-16.91
PROD-0055,Pharmaceuticals,2024-12-19,21.96,40.99,-19.03
PROD-0055,Pharmaceuticals,2024-12-20,30.05,41.14,-11.09
PROD-0055,Pharmaceuticals,2024-12-21,28.1,41.3,-13.2
PROD-0055,Pharmaceuticals,2024-12-22,26.08,41.46,-15.38
PROD-0055,Pharmaceuticals,2024-12-23,25.18,41.62,-16.44
PROD-0055,Pharmaceuticals,2024-12-24,23.26,41.78,-18.52
PROD-0055,Pharmaceuticals,2024-12-25,31.08,41.93,-10.85
PROD-0055,Pharmaceuticals,2024-12-26,22.7,42.09,-19.39
PROD-0055,Pharmaceuticals,2024-12-27,27.97,42.25,-14.28
PROD-0055,Pharmaceuticals,2024-12-28,25.61,42.41,-16.8
PROD-0055,Pharmaceuticals,2024-12-29,21.08,42.56,-21.48
PROD-0055,Pharmaceuticals,2024-12-30,19.02,42.72,-23.7
