product_id,warehouse_id,current_stock,safety_stock,reorder_point,inventory_days,avg_daily_sales,total_daily_sales,demand_spike,is_delayed,total_delays,avg_delay_days,timestamp,predicted_demand,days_until_stockout,supplier_lead_time,reorder_quantity,stockout_risk,alert_message
PROD-0014,WH-04,86368.0,23673.0,42574.0,3859.457071129707,22.37827715355805,5975.0,False,False,0,0.0,0.0,21.494507,4018.142898519448,20.666666666666668,0.0,False,Product PROD-0014 stock level healthy.
PROD-0014,WH-02,35035.0,7770.0,12842.0,1565.5807531380754,22.37827715355805,5975.0,False,False,0,0.0,0.0,22.332188,1568.8118219775072,20.666666666666668,0.0,False,Product PROD-0014 stock level healthy.
PROD-0015,WH-05,61818.0,15808.0,32095.0,2758.22436714624,22.412244897959184,5491.0,False,False,0,0.0,0.0,22.713272,2721.668623621717,19.125,0.0,False,Product PROD-0015 stock level healthy.
PROD-0016,WH-03,73193.0,14471.0,23325.0,3143.7242812608247,23.282258064516128,5774.0,False,False,0,0.0,0.0,23.326355,3137.781280499452,18.0625,0.0,False,Product PROD-0016 stock level healthy.
PROD-0017,WH-03,90273.0,24042.0,43456.0,4008.5382317801673,22.52017937219731,5022.0,False,False,0,0.0,0.0,22.551567,4002.9590710580505,14.31578947368421,0.0,False,Product PROD-0017 stock level healthy.
PROD-0017,WH-01,26048.0,7178.0,17564.0,1156.6515332536835,22.52017937219731,5022.0,False,False,0,0.0,0.0,22.441809,1160.6907601591065,14.31578947368421,0.0,False,Product PROD-0017 stock level healthy.
PROD-0018,WH-05,72264.0,19020.0,47131.0,3212.024673439768,22.49795918367347,5512.0,False,False,0,0.0,0.0,22.441235,3220.143691944445,19.071428571428573,0.0,False,Product PROD-0018 stock level healthy.
PROD-0019,WH-02,38623.0,4854.0,9588.0,1792.2505800464037,21.55,5172.0,False,False,0,0.0,0.0,21.63401,1785.2908193043268,17.38888888888889,0.0,False,Product PROD-0019 stock level healthy.
PROD-0019,WH-03,70193.0,10740.0,25479.0,3257.215777262181,21.55,5172.0,False,False,0,0.0,0.0,21.983688,3192.9582910802424,17.38888888888889,0.0,False,Product PROD-0019 stock level healthy.
PROD-0019,WH-05,55511.0,7902.0,16114.0,2575.916473317865,21.55,5172.0,False,False,0,0.0,0.0,21.748446,2552.4123079173605,17.38888888888889,0.0,False,Product PROD-0019 stock level healthy.
PROD-0020,WH-05,69983.0,16977.0,32239.0,3065.1196924105648,22.83206106870229,5982.0,False,False,0,0.0,0.0,22.661787,3088.150104748612,16.807692307692307,0.0,False,Product PROD-0020 stock level healthy.
PROD-0020,WH-03,77634.0,13561.0,32541.0,3400.2186559679035,22.83206106870229,5982.0,False,False,0,0.0,0.0,22.73267,3415.085011107973,16.807692307692307,0.0,False,Product PROD-0020 stock level healthy.
PROD-0020,WH-04,60037.0,8980.0,14044.0,2629.50417920428,22.83206106870229,5982.0,False,False,0,0.0,0.0,22.664757,2648.914373812365,16.807692307692307,0.0,False,Product PROD-0020 stock level healthy.
PROD-0021,WH-02,33602.0,4906.0,8439.0,1520.72773352643,22.096,5524.0,False,False,0,0.0,0.0,22.434988,1497.7498524747723,17.391304347826086,0.0,False,Product PROD-0021 stock level healthy.
PROD-0022,WH-05,70958.0,7931.0,12431.0,3252.294190797655,21.81782945736434,5629.0,False,False,0,0.0,0.0,21.904835,3239.376184232547,20.571428571428573,0.0,False,Product PROD-0022 stock level healthy.
PROD-0023,WH-01,57789.0,6597.0,11465.0,2681.3752783964364,21.552,5388.0,False,False,0,0.0,0.0,22.016611,2624.790879009828,17.11111111111111,0.0,False,Product PROD-0023 stock level healthy.
PROD-0024,WH-01,42973.0,8931.0,19856.0,1946.4621427377567,22.077490774907748,5983.0,False,False,0,0.0,0.0,22.13728,1941.2051051540068,17.823529411764707,0.0,False,Product PROD-0024 stock level healthy.
PROD-0024,WH-02,41918.0,9022.0,15725.0,1898.675915092763,22.077490774907748,5983.0,False,False,0,0.0,0.0,22.099773,1896.761529091335,17.823529411764707,0.0,False,Product PROD-0024 stock level healthy.
PROD-0024,WH-05,58215.0,10560.0,16836.0,2636.8485709510283,22.077490774907748,5983.0,False,False,0,0.0,0.0,22.162188,2626.7713780326626,17.823529411764707,0.0,False,Product PROD-0024 stock level healthy.
PROD-0025,WH-04,58870.0,10874.0,21389.0,2780.2416254805053,21.17441860465116,5463.0,False,False,0,0.0,0.0,22.066813,2667.8071406684808,17.58823529411765,0.0,False,Product PROD-0025 stock level healthy.
PROD-0025,WH-02,37583.0,8819.0,21907.0,1774.924766611752,21.17441860465116,5463.0,False,False,0,0.0,0.0,21.592428,1740.5638513191511,17.58823529411765,0.0,False,Product PROD-0025 stock level healthy.
PROD-0025,WH-05,37893.0,6840.0,12580.0,1789.5650741350908,21.17441860465116,5463.0,False,False,0,0.0,0.0,21.90251,1730.0757099291725,17.58823529411765,0.0,False,Product PROD-0025 stock level healthy.
PROD-0026,WH-01,33600.0,4638.0,9037.0,1430.6294177044767,23.486166007905137,5942.0,False,False,0,0.0,0.0,22.958656,1463.500282629783,14.727272727272727,0.0,False,Product PROD-0026 stock level healthy.
PROD-0027,WH-02,22155.0,4265.0,10127.0,987.0840152755046,22.44489795918368,5499.0,False,False,0,0.0,0.0,22.22001,997.0742247537164,16.176470588235293,0.0,False,Product PROD-0027 stock level healthy.
PROD-0027,WH-04,38563.0,10088.0,23766.0,1718.1187488634296,22.44489795918368,5499.0,False,False,0,0.0,0.0,22.479946,1715.4400533651633,16.176470588235293,0.0,False,Product PROD-0027 stock level healthy.
PROD-0028,WH-01,25758.0,7723.0,18041.0,1175.143332101958,21.91902834008097,5414.0,False,False,0,0.0,0.0,22.19456,1160.5547056415758,18.09090909090909,0.0,False,Product PROD-0028 stock level healthy.
PROD-0029,WH-01,60431.0,16300.0,27160.0,2684.6338053097347,22.50996015936255,5650.0,False,False,0,0.0,0.0,22.42068,2695.3242473581004,14.88888888888889,0.0,False,Product PROD-0029 stock level healthy.
PROD-0030,WH-04,61743.0,16851.0,40483.0,2707.3794574304725,22.80544747081712,5861.0,False,False,0,0.0,0.0,22.563383,2736.4247515429583,21.25,0.0,False,Product PROD-0030 stock level healthy.
PROD-0030,WH-01,30273.0,3040.0,5746.0,1327.4459989762838,22.80544747081712,5861.0,False,False,0,0.0,0.0,22.81537,1326.8686529020447,21.25,0.0,False,Product PROD-0030 stock level healthy.
PROD-0031,WH-01,35048.0,8387.0,18707.0,1646.764523766163,21.282945736434108,5491.0,False,False,0,0.0,0.0,21.732155,1612.725486637245,16.214285714285715,0.0,False,Product PROD-0031 stock level healthy.
PROD-0031,WH-02,39118.0,9090.0,18058.0,1837.9974503733383,21.282945736434108,5491.0,False,False,0,0.0,0.0,21.827297,1792.1595890871818,16.214285714285715,0.0,False,Product PROD-0031 stock level healthy.
PROD-0032,WH-04,51200.0,15039.0,31268.0,2452.4132868416223,20.877394636015325,5449.0,False,False,0,0.0,0.0,21.488989,2382.615594183032,13.333333333333334,0.0,False,Product PROD-0032 stock level healthy.
PROD-0033,WH-02,18690.0,3041.0,4713.0,830.0156739811912,22.51764705882353,5742.0,False,False,0,0.0,0.0,21.805973,857.1046086589151,17.36842105263158,0.0,False,Product PROD-0033 stock level healthy.
PROD-0033,WH-04,61482.0,17453.0,35449.0,2730.3918495297803,22.51764705882353,5742.0,False,False,0,0.0,0.0,22.531134,2728.757502855165,17.36842105263158,0.0,False,Product PROD-0033 stock level healthy.
PROD-0033,WH-05,35639.0,7183.0,16889.0,1582.71421107628,22.51764705882353,5742.0,False,False,0,0.0,0.0,22.441755,1588.0665095861846,17.36842105263158,0.0,False,Product PROD-0033 stock level healthy.
PROD-0034,WH-01,47313.0,11120.0,19295.0,2016.3121902874127,23.46511627906977,6054.0,False,False,0,0.0,0.0,23.290525,2031.4269048672163,15.5,0.0,False,Product PROD-0034 stock level healthy.
PROD-0035,WH-01,61034.0,13057.0,27144.0,2689.7407471165434,22.69140625,5809.0,False,False,0,0.0,0.0,22.42068,2722.2190616282087,17.464285714285715,0.0,False,Product PROD-0035 stock level healthy.
PROD-0036,WH-03,74441.0,13685.0,28515.0,3128.079954218443,23.79766536964981,6116.0,False,False,0,0.0,0.0,23.326355,3191.2829956643354,17.666666666666668,0.0,False,Product PROD-0036 stock level healthy.
PROD-0037,WH-03,55943.0,8511.0,18466.0,2390.562382014759,23.401606425702813,5827.0,False,False,0,0.0,0.0,22.975103,2434.9400774774394,18.5,0.0,False,Product PROD-0037 stock level healthy.
PROD-0037,WH-05,49600.0,7594.0,12384.0,2119.5126136948684,23.401606425702813,5827.0,False,False,0,0.0,0.0,23.054436,2151.4297977590118,18.5,0.0,False,Product PROD-0037 stock level healthy.
PROD-0037,WH-02,35220.0,6742.0,16376.0,1505.024884159945,23.401606425702813,5827.0,False,False,0,0.0,0.0,22.893192,1538.4486161611635,18.5,0.0,False,Product PROD-0037 stock level healthy.
PROD-0038,WH-03,37197.0,8340.0,17205.0,1612.7850553505536,23.06382978723404,5420.0,False,False,0,0.0,0.0,22.135662,1680.410545999806,19.0,0.0,False,Product PROD-0038 stock level healthy.
PROD-0039,WH-02,19038.0,2715.0,4792.0,878.2611781405252,21.67692307692308,5636.0,False,False,0,0.0,0.0,21.805973,873.0635387719865,13.68,0.0,False,Product PROD-0039 stock level healthy.
PROD-0040,WH-01,58630.0,16173.0,30235.0,2566.751152073733,22.84210526315789,5642.0,False,False,0,0.0,0.0,22.604525,2593.7285125548874,18.25,0.0,False,Product PROD-0040 stock level healthy.
PROD-0040,WH-02,21427.0,5715.0,12593.0,938.0483870967744,22.84210526315789,5642.0,False,False,0,0.0,0.0,21.805973,982.6206768183292,18.25,0.0,False,Product PROD-0040 stock level healthy.
PROD-0041,WH-02,44788.0,11708.0,23754.0,2026.0288512911843,22.106299212598422,5615.0,False,False,0,0.0,0.0,23.15198,1934.5214133274785,15.133333333333333,0.0,False,Product PROD-0041 stock level healthy.
PROD-0041,WH-05,68789.0,14509.0,35282.0,3111.7374888691006,22.106299212598422,5615.0,False,False,0,0.0,0.0,22.334091,3079.999961740454,15.133333333333333,0.0,False,Product PROD-0041 stock level healthy.
PROD-0041,WH-03,42952.0,11838.0,20887.0,1942.9756010685664,22.106299212598422,5615.0,False,False,0,0.0,0.0,22.153503,1938.8355507310664,15.133333333333333,0.0,False,Product PROD-0041 stock level healthy.
PROD-0042,WH-03,81952.0,10743.0,19141.0,3772.093122445353,21.725868725868725,5627.0,False,False,0,0.0,0.0,21.758175,3766.492382325741,19.95,0.0,False,Product PROD-0042 stock level healthy.
PROD-0043,WH-02,37259.0,5243.0,11189.0,1629.477441659464,22.865612648221344,5785.0,False,False,0,0.0,0.0,22.098999,1686.0039660839063,17.333333333333332,0.0,False,Product PROD-0043 stock level healthy.
PROD-0044,WH-01,43765.0,6574.0,15831.0,1930.808823529412,22.666666666666668,5440.0,False,False,0,0.0,0.0,22.37687,1955.8142654180167,19.40909090909091,0.0,False,Product PROD-0044 stock level healthy.
PROD-0044,WH-03,39730.0,9013.0,20994.0,1752.7941176470588,22.666666666666668,5440.0,False,False,0,0.0,0.0,22.605272,1757.5545865971833,19.40909090909091,0.0,False,Product PROD-0044 stock level healthy.
PROD-0045,WH-01,23895.0,6074.0,12980.0,1093.492586490939,21.852,5463.0,False,False,0,0.0,0.0,21.753805,1098.428519685524,17.047619047619047,0.0,False,Product PROD-0045 stock level healthy.
PROD-0046,WH-03,46493.0,8757.0,19315.0,2050.5681541934364,22.673228346456693,5759.0,False,False,0,0.0,0.0,22.768646,2041.974718630501,15.5,0.0,False,Product PROD-0046 stock level healthy.
PROD-0046,WH-02,32828.0,4017.0,9821.0,1447.8749782948428,22.673228346456693,5759.0,False,False,0,0.0,0.0,22.785013,1440.7716033999588,15.5,0.0,False,Product PROD-0046 stock level healthy.
PROD-0047,WH-03,91812.0,19199.0,44821.0,4010.031222592528,22.895582329317268,5701.0,False,False,0,0.0,0.0,22.786648,4029.20169826713,16.76923076923077,0.0,False,Product PROD-0047 stock level healthy.
PROD-0047,WH-04,67518.0,8751.0,14241.0,2948.9531661112087,22.895582329317268,5701.0,False,False,0,0.0,0.0,22.919216,2945.9122659527457,16.76923076923077,0.0,False,Product PROD-0047 stock level healthy.
PROD-0047,WH-05,49278.0,13787.0,31656.0,2152.292931064725,22.895582329317268,5701.0,False,False,0,0.0,0.0,22.54937,2185.3382338760675,16.76923076923077,0.0,False,Product PROD-0047 stock level healthy.
PROD-0048,WH-02,42386.0,6019.0,10530.0,1857.464625131996,22.81927710843373,5682.0,False,False,0,0.0,0.0,22.18227,1910.805337071744,14.65,0.0,False,Product PROD-0048 stock level healthy.
PROD-0049,WH-03,58220.0,12341.0,29306.0,2620.136474411048,22.220216606498195,6155.0,False,False,0,0.0,0.0,22.426224,2596.0679174675533,19.166666666666668,0.0,False,Product PROD-0049 stock level healthy.
PROD-0050,WH-01,53428.0,15235.0,26459.0,2265.5612687813023,23.58267716535433,5990.0,False,False,0,0.0,0.0,23.573057,2266.485827616008,16.08695652173913,0.0,False,Product PROD-0050 stock level healthy.
PROD-0050,WH-02,21562.0,5605.0,9399.0,914.3151919866444,23.58267716535433,5990.0,False,False,0,0.0,0.0,21.805973,988.8116410863312,16.08695652173913,0.0,False,Product PROD-0050 stock level healthy.
PROD-0050,WH-05,54923.0,7462.0,18091.0,2328.955258764608,23.58267716535433,5990.0,False,False,0,0.0,0.0,23.19396,2367.98716349042,16.08695652173913,0.0,False,Product PROD-0050 stock level healthy.
PROD-0051,WH-01,55517.0,15145.0,34996.0,2537.3959251101323,21.879518072289155,5448.0,False,False,0,0.0,0.0,22.046822,2518.1407561491237,16.0625,0.0,False,Product PROD-0051 stock level healthy.
PROD-0051,WH-04,49492.0,12742.0,20490.0,2262.02422907489,21.879518072289155,5448.0,False,False,0,0.0,0.0,22.254742,2223.8856211755096,16.0625,0.0,False,Product PROD-0051 stock level healthy.
PROD-0052,WH-04,83282.0,12033.0,27875.0,3861.2563636363634,21.5686274509804,5500.0,False,False,0,0.0,0.0,21.494507,3874.571332837355,21.133333333333333,0.0,False,Product PROD-0052 stock level healthy.
PROD-0053,WH-05,51525.0,13608.0,32268.0,2411.568930977964,21.36575875486381,5491.0,False,False,0,0.0,0.0,21.42325,2405.0972435515,17.214285714285715,0.0,False,Product PROD-0053 stock level healthy.
PROD-0053,WH-02,23270.0,5398.0,10247.0,1089.125842287379,21.36575875486381,5491.0,False,False,0,0.0,0.0,21.618294,1076.4031729775304,17.214285714285715,0.0,False,Product PROD-0053 stock level healthy.
PROD-0054,WH-03,89396.0,26226.0,46659.0,4229.48817204301,21.13636363636364,5115.0,False,False,0,0.0,0.0,21.317486,4193.55269188875,15.052631578947368,0.0,False,Product PROD-0054 stock level healthy.
PROD-0054,WH-02,35106.0,6316.0,15670.0,1660.9290322580646,21.13636363636364,5115.0,False,False,0,0.0,0.0,21.638208,1622.4078892496757,15.052631578947368,0.0,False,Product PROD-0054 stock level healthy.
PROD-0055,WH-01,36866.0,3890.0,9246.0,1660.571732576698,22.200787401574804,5639.0,False,False,0,0.0,0.0,21.885994,1684.4562815632908,16.727272727272727,0.0,False,Product PROD-0055 stock level healthy.
PROD-0055,WH-02,24353.0,5263.0,13070.0,1096.9430750133,22.200787401574804,5639.0,False,False,0,0.0,0.0,22.18416,1097.7652408169315,16.727272727272727,0.0,False,Product PROD-0055 stock level healthy.
PROD-0055,WH-05,34629.0,7594.0,14016.0,1559.8095406987054,22.200787401574804,5639.0,False,False,0,0.0,0.0,22.594976,1532.5973060730062,16.727272727272727,0.0,False,Product PROD-0055 stock level healthy.
PROD-0056,WH-03,63270.0,18781.0,30343.0,2788.731771260036,22.68773234200744,6103.0,False,False,0,0.0,0.0,22.63442,2795.3002063292565,23.23076923076923,0.0,False,Product PROD-0056 stock level healthy.
PROD-0056,WH-02,42402.0,5852.0,9037.0,1868.9395379321645,22.68773234200744,6103.0,False,False,0,0.0,0.0,22.207548,1909.3508085568933,23.23076923076923,0.0,False,Product PROD-0056 stock level healthy.
PROD-0057,WH-03,36732.0,10472.0,21346.0,1675.5600608210848,21.92222222222222,5919.0,False,False,0,0.0,0.0,21.975399,1671.5054853395905,18.28,0.0,False,Product PROD-0057 stock level healthy.
PROD-0057,WH-05,71587.0,17781.0,38595.0,3265.499239736442,21.92222222222222,5919.0,False,False,0,0.0,0.0,21.912804,3266.90281826712,18.28,0.0,False,Product PROD-0057 stock level healthy.
PROD-0058,WH-01,40831.0,11831.0,28640.0,1841.3680763473053,22.17427385892116,5344.0,False,False,0,0.0,0.0,22.190859,1839.9918765048585,16.923076923076923,0.0,False,Product PROD-0058 stock level healthy.
PROD-0058,WH-04,69839.0,16249.0,26398.0,3149.5507110778444,22.17427385892116,5344.0,False,False,0,0.0,0.0,22.33046,3127.5218364288744,16.923076923076923,0.0,False,Product PROD-0058 stock level healthy.
PROD-0059,WH-02,31307.0,7306.0,13342.0,1331.868584223217,23.506072874493928,5806.0,False,False,0,0.0,0.0,23.021662,1359.8931444879656,20.176470588235293,0.0,False,Product PROD-0059 stock level healthy.
PROD-0059,WH-03,79192.0,16700.0,28253.0,3369.001722356183,23.506072874493928,5806.0,False,False,0,0.0,0.0,23.048626,3435.8664236810664,20.176470588235293,0.0,False,Product PROD-0059 stock level healthy.
PROD-0060,WH-01,60986.0,14359.0,34501.0,2642.832379961865,23.076,5769.0,False,False,0,0.0,0.0,22.756159,2679.9777791579613,15.333333333333334,0.0,False,Product PROD-0060 stock level healthy.
PROD-0060,WH-02,34372.0,5506.0,11275.0,1489.5129138498874,23.076,5769.0,False,False,0,0.0,0.0,22.690592,1514.8128477468613,15.333333333333334,0.0,False,Product PROD-0060 stock level healthy.
PROD-0060,WH-04,34281.0,5395.0,10411.0,1485.569422776911,23.076,5769.0,False,False,0,0.0,0.0,22.945694,1494.0058054129324,15.333333333333334,0.0,False,Product PROD-0060 stock level healthy.
PROD-0061,WH-02,34121.0,5611.0,10895.0,1520.1226482073127,22.44621513944223,5634.0,False,False,0,0.0,0.0,22.514214,1515.5315066199976,14.9,0.0,False,Product PROD-0061 stock level healthy.
PROD-0061,WH-05,69211.0,13996.0,32103.0,3083.4151579694712,22.44621513944223,5634.0,False,False,0,0.0,0.0,22.45738,3081.882173764782,14.9,0.0,False,Product PROD-0061 stock level healthy.
PROD-0061,WH-03,95225.0,23538.0,50815.0,4242.363329783458,22.44621513944223,5634.0,False,False,0,0.0,0.0,22.370169,4256.785066621557,14.9,0.0,False,Product PROD-0061 stock level healthy.
PROD-0062,WH-02,31542.0,7147.0,13116.0,1425.2229588276343,22.13127413127413,5732.0,False,False,0,0.0,0.0,22.643562,1392.978700019576,18.857142857142858,0.0,False,Product PROD-0062 stock level healthy.
PROD-0062,WH-01,56158.0,14052.0,30532.0,2537.4951151430564,22.13127413127413,5732.0,False,False,0,0.0,0.0,22.237116,2525.41743064143,18.857142857142858,0.0,False,Product PROD-0062 stock level healthy.
PROD-0063,WH-05,76315.0,9880.0,15276.0,3353.316796598157,22.758064516129032,5644.0,False,False,0,0.0,0.0,21.703257,3516.2925722027458,15.764705882352942,0.0,False,Product PROD-0063 stock level healthy.
PROD-0064,WH-01,47956.0,12166.0,23789.0,2235.13205592957,21.45555555555556,5793.0,False,False,0,0.0,0.0,23.268265,2061.00456879722,20.473684210526315,0.0,False,Product PROD-0064 stock level healthy.
PROD-0064,WH-04,84855.0,18255.0,40495.0,3954.919730709477,21.45555555555556,5793.0,False,False,0,0.0,0.0,21.414213,3962.555116295537,20.473684210526315,0.0,False,Product PROD-0064 stock level healthy.
PROD-0065,WH-01,43328.0,6447.0,13900.0,1992.433768016472,21.746268656716417,5828.0,False,False,0,0.0,0.0,22.07651,1962.629103467474,14.75,0.0,False,Product PROD-0065 stock level healthy.
PROD-0065,WH-05,32854.0,8219.0,18657.0,1510.7879203843515,21.746268656716417,5828.0,False,False,0,0.0,0.0,22.739279,1444.812753236032,14.75,0.0,False,Product PROD-0065 stock level healthy.
PROD-0066,WH-01,54574.0,7846.0,18078.0,2358.4838154269974,23.13944223107569,5808.0,False,False,0,0.0,0.0,23.21402,2350.906931588572,16.23076923076923,0.0,False,Product PROD-0066 stock level healthy.
PROD-0067,WH-01,44262.0,4870.0,8518.0,1999.8362160254148,22.1328125,5666.0,False,False,0,0.0,0.0,22.07651,2004.936516286866,18.333333333333332,0.0,False,Product PROD-0067 stock level healthy.
PROD-0067,WH-05,78581.0,15031.0,34592.0,3550.429932933286,22.1328125,5666.0,False,False,0,0.0,0.0,21.966282,3577.3464253258194,18.333333333333332,0.0,False,Product PROD-0067 stock level healthy.
PROD-0067,WH-04,72376.0,21537.0,45129.0,3270.076950229439,22.1328125,5666.0,False,False,0,0.0,0.0,22.18432,3262.484427399152,18.333333333333332,0.0,False,Product PROD-0067 stock level healthy.
PROD-0068,WH-03,74030.0,18052.0,36190.0,3229.36660268714,22.924,5731.0,False,False,0,0.0,0.0,22.723698,3257.8324663527774,9.3125,0.0,False,Product PROD-0068 stock level healthy.
PROD-0068,WH-04,81682.0,17118.0,41035.0,3563.165241668121,22.924,5731.0,False,False,0,0.0,0.0,22.83253,3577.439877849648,9.3125,0.0,False,Product PROD-0068 stock level healthy.
PROD-0069,WH-04,83448.0,15856.0,35704.0,3832.749813293504,21.77235772357724,5356.0,False,False,0,0.0,0.0,21.494507,3882.294236240864,19.928571428571427,0.0,False,Product PROD-0069 stock level healthy.
PROD-0069,WH-02,40716.0,6329.0,14415.0,1870.0776699029125,21.77235772357724,5356.0,False,False,0,0.0,0.0,22.207548,1833.4306759398723,19.928571428571427,0.0,False,Product PROD-0069 stock level healthy.
PROD-0069,WH-03,66213.0,9789.0,18989.0,3041.149738610904,21.77235772357724,5356.0,False,False,0,0.0,0.0,22.830635,2900.1821366188387,19.928571428571427,0.0,False,Product PROD-0069 stock level healthy.
PROD-0070,WH-01,35067.0,5412.0,9848.0,1553.124442240952,22.578358208955223,6051.0,False,False,0,0.0,0.0,22.617834,1550.4137071048965,14.4375,0.0,False,Product PROD-0070 stock level healthy.
PROD-0070,WH-04,65100.0,8311.0,14388.0,2883.2920178482896,22.578358208955223,6051.0,False,False,0,0.0,0.0,22.903355,2842.3783768658677,14.4375,0.0,False,Product PROD-0070 stock level healthy.
PROD-0070,WH-03,78993.0,19059.0,29812.0,3498.615765989093,22.578358208955223,6051.0,False,False,0,0.0,0.0,22.529438,3506.212624304579,14.4375,0.0,False,Product PROD-0070 stock level healthy.
