product_id,current_stock,predicted_demand,days_until_stockout,reorder_quantity,health_status,health_score
PROD-0030,61743.0,22.563383,2736.4247515429583,0.0,GOOD,100
PROD-0030,30273.0,22.81537,1326.8686529020447,0.0,GOOD,100
PROD-0031,35048.0,21.732155,1612.725486637245,0.0,GOOD,100
PROD-0031,39118.0,21.827297,1792.1595890871818,0.0,GOOD,100
PROD-0032,51200.0,21.488989,2382.615594183032,0.0,GOOD,100
PROD-0033,18690.0,21.805973,857.1046086589151,0.0,GOOD,100
PROD-0033,61482.0,22.531134,2728.757502855165,0.0,GOOD,100
PROD-0033,35639.0,22.441755,1588.0665095861846,0.0,GOOD,100
PROD-0034,47313.0,23.290525,2031.4269048672163,0.0,GOOD,100
PROD-0035,61034.0,22.42068,2722.2190616282087,0.0,GOOD,100
PROD-0036,74441.0,23.326355,3191.2829956643354,0.0,GOOD,100
PROD-0037,55943.0,22.975103,2434.9400774774394,0.0,GOOD,100
PROD-0037,49600.0,23.054436,2151.429797759012,0.0,GOOD,100
PROD-0037,35220.0,22.893192,1538.4486161611635,0.0,GOOD,100
PROD-0038,37197.0,22.135662,1680.410545999806,0.0,GOOD,100
PROD-0039,19038.0,21.805973,873.0635387719865,0.0,GOOD,100
PROD-0040,58630.0,22.604525,2593.7285125548874,0.0,GOOD,100
PROD-0040,21427.0,21.805973,982.6206768183292,0.0,GOOD,100
PROD-0041,44788.0,23.15198,1934.5214133274785,0.0,GOOD,100
PROD-0041,68789.0,22.334091,3079.999961740454,0.0,GOOD,100
PROD-0041,42952.0,22.153503,1938.8355507310664,0.0,GOOD,100
PROD-0042,81952.0,21.758175,3766.492382325741,0.0,GOOD,100
PROD-0043,37259.0,22.098999,1686.0039660839063,0.0,GOOD,100
PROD-0044,43765.0,22.37687,1955.8142654180167,0.0,GOOD,100
PROD-0044,39730.0,22.605272,1757.5545865971833,0.0,GOOD,100
PROD-0045,23895.0,21.753805,1098.428519685524,0.0,GOOD,100
PROD-0046,46493.0,22.768646,2041.974718630501,0.0,GOOD,100
PROD-0046,32828.0,22.785013,1440.7716033999588,0.0,GOOD,100
PROD-0047,91812.0,22.786648,4029.20169826713,0.0,GOOD,100
PROD-0047,67518.0,22.919216,2945.9122659527457,0.0,GOOD,100
PROD-0047,49278.0,22.54937,2185.3382338760675,0.0,GOOD,100
PROD-0048,42386.0,22.18227,1910.805337071744,0.0,GOOD,100
PROD-0049,58220.0,22.426224,2596.0679174675533,0.0,GOOD,100
PROD-0050,53428.0,23.573057,2266.485827616008,0.0,GOOD,100
PROD-0050,21562.0,21.805973,988.8116410863312,0.0,GOOD,100
PROD-0050,54923.0,23.19396,2367.98716349042,0.0,GOOD,100
PROD-0051,55517.0,22.046822,2518.140756149124,0.0,GOOD,100
PROD-0051,49492.0,22.254742,2223.8856211755096,0.0,GOOD,100
PROD-0052,83282.0,21.494507,3874.571332837355,0.0,GOOD,100
PROD-0053,51525.0,21.42325,2405.0972435515,0.0,GOOD,100
PROD-0053,23270.0,21.618294,1076.4031729775304,0.0,GOOD,100
PROD-0054,89396.0,21.317486,4193.55269188875,0.0,GOOD,100
PROD-0054,35106.0,21.638208,1622.4078892496757,0.0,GOOD,100
PROD-0055,36866.0,21.885994,1684.4562815632908,0.0,GOOD,100
PROD-0055,24353.0,22.18416,1097.7652408169315,0.0,GOOD,100
PROD-0055,34629.0,22.594976,1532.5973060730062,0.0,GOOD,100
PROD-0056,63270.0,22.63442,2795.3002063292565,0.0,GOOD,100
PROD-0056,42402.0,22.207548,1909.3508085568933,0.0,GOOD,100
PROD-0057,36732.0,21.975399,1671.5054853395905,0.0,GOOD,100
PROD-0057,71587.0,21.912804,3266.90281826712,0.0,GOOD,100
PROD-0058,40831.0,22.190859,1839.9918765048585,0.0,GOOD,100
PROD-0058,69839.0,22.33046,3127.5218364288744,0.0,GOOD,100
PROD-0059,31307.0,23.021662,1359.8931444879656,0.0,GOOD,100
PROD-0059,79192.0,23.048626,3435.8664236810664,0.0,GOOD,100
PROD-0060,60986.0,22.756159,2679.9777791579613,0.0,GOOD,100
PROD-0060,34372.0,22.690592,1514.8128477468613,0.0,GOOD,100
PROD-0060,34281.0,22.945694,1494.0058054129324,0.0,GOOD,100
PROD-0061,34121.0,22.514214,1515.5315066199976,0.0,GOOD,100
PROD-0061,69211.0,22.45738,3081.882173764782,0.0,GOOD,100
PROD-0061,95225.0,22.370169,4256.785066621557,0.0,GOOD,100
PROD-0062,31542.0,22.643562,1392.978700019576,0.0,GOOD,100
PROD-0062,56158.0,22.237116,2525.41743064143,0.0,GOOD,100
PROD-0063,76315.0,21.703257,3516.2925722027458,0.0,GOOD,100
PROD-0064,47956.0,23.268265,2061.00456879722,0.0,GOOD,100
PROD-0064,84855.0,21.414213,3962.555116295537,0.0,GOOD,100
PROD-0065,43328.0,22.07651,1962.629103467474,0.0,GOOD,100
PROD-0065,32854.0,22.739279,1444.812753236032,0.0,GOOD,100
PROD-0066,54574.0,23.21402,2350.906931588572,0.0,GOOD,100
PROD-0067,44262.0,22.07651,2004.936516286866,0.0,GOOD,100
PROD-0067,78581.0,21.966282,3577.3464253258194,0.0,GOOD,100
PROD-0067,72376.0,22.18432,3262.484427399152,0.0,GOOD,100
PROD-0068,74030.0,22.723698,3257.8324663527774,0.0,GOOD,100
PROD-0068,81682.0,22.83253,3577.439877849648,0.0,GOOD,100
PROD-0069,83448.0,21.494507,3882.294236240864,0.0,GOOD,100
PROD-0069,40716.0,22.207548,1833.4306759398723,0.0,GOOD,100
PROD-0069,66213.0,22.830635,2900.1821366188387,0.0,GOOD,100
PROD-0070,35067.0,22.617834,1550.4137071048965,0.0,GOOD,100
PROD-0070,65100.0,22.903355,2842.378376865868,0.0,GOOD,100
PROD-0070,78993.0,22.529438,3506.212624304579,0.0,GOOD,100
PROD-0071,50506.0,21.136238,2389.545375363354,0.0,GOOD,100
PROD-0071,81815.0,21.062412,3884.4078723001567,0.0,GOOD,100
PROD-0072,37821.0,22.13053,1708.9966222723865,0.0,GOOD,100
PROD-0072,42639.0,22.084661,1930.7065236814112,0.0,GOOD,100
PROD-0072,27994.0,21.896378,1278.47631046947,0.0,GOOD,100
PROD-0073,82263.0,21.746622,3782.794388769962,0.0,GOOD,100
PROD-0073,23203.0,21.628107,1072.8169563759216,0.0,GOOD,100
PROD-0073,34128.0,21.771175,1567.5772849757927,0.0,GOOD,100
PROD-0074,71845.0,22.441235,3201.4727049118324,0.0,GOOD,100
PROD-0074,96500.0,22.402216,4307.609576769702,0.0,GOOD,100
PROD-0075,32926.0,22.609245,1456.306902892214,0.0,GOOD,100
PROD-0075,29127.0,22.992167,1266.82276660276,0.0,GOOD,100
PROD-0075,53122.0,21.201405,2505.588713274501,0.0,GOOD,100
PROD-0076,34771.0,22.310383,1558.512027546053,0.0,GOOD,100
PROD-0076,87599.0,22.218248,3942.6600401536266,0.0,GOOD,100
PROD-0077,86805.0,20.318855,4272.140274621109,0.0,GOOD,100
PROD-0078,25349.0,22.441809,1129.5435380556353,0.0,GOOD,100
PROD-0078,87862.0,21.988224,3995.866145531265,0.0,GOOD,100
PROD-0078,61298.0,22.563383,2716.7025317862795,0.0,GOOD,100
PROD-0079,70504.0,22.343052,3155.5223647482703,0.0,GOOD,100
PROD-0079,73700.0,22.978277,3207.3770952421864,0.0,GOOD,100
PROD-0080,44247.0,22.259777,1987.7557561633428,0.0,GOOD,100
PROD-0081,33249.0,22.690592,1465.320969822396,0.0,GOOD,100
PROD-0081,94104.0,22.336966,4212.926762293546,0.0,GOOD,100
PROD-0082,51454.0,23.206333,2217.239563198283,0.0,GOOD,100
PROD-0082,69679.0,23.279966,2993.088518228028,0.0,GOOD,100
PROD-0082,46161.0,22.10771,2088.004602958189,0.0,GOOD,100
PROD-0083,52659.0,23.048323,2284.721571134096,0.0,GOOD,100
PROD-0083,57391.0,21.638607,2652.250208772923,0.0,GOOD,100
PROD-0083,95283.0,22.956472,4150.594148475178,0.0,GOOD,100
PROD-0084,45968.0,23.641024,1944.4166508198464,0.0,GOOD,100
PROD-0084,35360.0,22.785013,1551.8972796461114,0.0,GOOD,100
PROD-0084,54424.0,23.639584,2302.240214943581,0.0,GOOD,100
PROD-0085,53014.0,21.841307,2427.235730955927,0.0,GOOD,100
PROD-0085,27186.0,21.887238,1242.0937059485416,0.0,GOOD,100
PROD-0085,57767.0,22.152813,2607.659808717655,0.0,GOOD,100
PROD-0086,30944.0,22.983578,1346.3526160218569,0.0,GOOD,100
PROD-0087,55342.0,22.363789,2474.625430338729,0.0,GOOD,100
PROD-0087,70597.0,21.121231,3342.466153398242,0.0,GOOD,100
PROD-0088,41855.0,22.095934,1894.239915930008,0.0,GOOD,100
PROD-0089,36495.0,23.489002,1553.70584267871,0.0,GOOD,100
PROD-0090,39571.0,22.20356,1782.1916945707694,0.0,GOOD,100
PROD-0091,50042.0,23.199055,2157.070648276665,0.0,GOOD,100
PROD-0091,57614.0,22.55146,2554.77912827548,0.0,GOOD,100
PROD-0092,36842.0,22.193338,1660.0476839341266,0.0,GOOD,100
PROD-0092,43994.0,22.153503,1985.871000625408,0.0,GOOD,100
PROD-0093,43855.0,22.815357,1922.170211919292,0.0,GOOD,100
PROD-0093,81719.0,22.859434,3574.8478961949454,0.0,GOOD,100
PROD-0093,73800.0,22.649029,3258.417865203871,0.0,GOOD,100
PROD-0094,51173.0,21.423824,2388.6024856631625,0.0,GOOD,100
PROD-0095,44902.0,23.425083,1916.8341769606127,0.0,GOOD,100
PROD-0095,62577.0,22.944977,2727.26359792568,0.0,GOOD,100
PROD-0095,41525.0,22.9962,1805.733077031795,0.0,GOOD,100
PROD-0096,47981.0,22.053007,2175.712351888195,0.0,GOOD,100
PROD-0096,89386.0,21.693392,4120.425280859114,0.0,GOOD,100
PROD-0096,20192.0,21.805973,925.9848185147572,0.0,GOOD,100
PROD-0097,70198.0,22.933403,3060.950001779817,0.0,GOOD,100
PROD-0097,70989.0,21.72196,3268.0752463677813,0.0,GOOD,100
PROD-0097,28444.0,22.833916,1245.690855685497,0.0,GOOD,100
PROD-0098,44798.0,21.40604,2092.773796504121,0.0,GOOD,100
PROD-0098,63656.0,21.72196,2930.490609570321,0.0,GOOD,100
PROD-0098,51695.0,21.488989,2405.6506472908563,0.0,GOOD,100
PROD-0099,37937.0,22.021536,1722.72271189776,0.0,GOOD,100
PROD-0099,52785.0,21.841307,2416.7510102710344,0.0,GOOD,100
PROD-0099,32576.0,22.327688,1458.995650743597,0.0,GOOD,100
PROD-0100,68164.0,23.294235,2926.217552474075,0.0,GOOD,100
PROD-0100,36958.0,23.582943,1567.149615658171,0.0,GOOD,100
PROD-0100,50970.0,23.707277,2149.972742941537,0.0,GOOD,100
