product_id,warehouse_id,current_stock,inventory_days,alert_level,timestamp
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:36:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:36:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:36:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:36:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:36:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:36:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:36:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:36:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:36:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:36:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:37:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:37:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:37:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:37:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:37:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:37:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:37:29
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:37:29
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:37:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:37:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:37:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:37:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:37:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:37:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:37:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:37:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:37:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:37:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:38:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:38:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:38:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:38:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:38:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:38:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:38:29
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:38:29
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:38:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:38:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:38:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:38:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:38:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:38:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:38:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:38:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:38:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:38:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:39:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:39:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:39:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:39:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:39:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:39:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:39:29
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:39:29
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:39:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:39:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:39:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:39:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:39:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:39:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:39:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:39:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:39:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:39:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:40:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:40:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:40:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:40:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:40:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:40:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:40:29
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:40:29
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:40:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:40:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:40:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:40:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:40:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:40:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:40:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:40:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:40:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:40:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:41:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:41:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:41:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:41:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:41:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:41:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:41:29
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:41:29
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:41:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:41:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:41:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:41:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:41:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:41:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:41:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:41:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:41:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:41:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:42:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:42:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:42:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:42:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:42:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:42:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:42:29
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:42:29
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:42:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:42:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:42:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:42:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:42:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:42:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:42:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:42:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:42:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:42:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:43:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:43:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:43:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:43:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:43:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:43:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:43:29
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:43:29
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:43:29
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:43:39
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:43:39
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:43:39
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:43:49
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:43:49
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:43:49
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:43:59
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:43:59
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:43:59
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:44:09
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:44:09
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:44:09
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:44:19
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:44:19
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:44:19
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:44:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:44:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:44:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:44:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:44:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:44:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:44:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:44:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:44:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:45:00
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:45:00
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:45:00
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:45:10
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:45:10
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:45:10
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:45:20
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:45:20
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:45:20
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:45:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:45:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:45:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:45:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:45:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:45:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:45:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:45:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:45:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:46:00
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:46:00
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:46:00
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:46:10
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:46:10
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:46:10
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:46:20
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:46:20
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:46:20
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:46:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:46:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:46:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:46:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:46:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:46:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:46:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:46:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:46:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:47:00
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:47:00
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:47:00
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:47:10
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:47:10
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:47:10
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:47:20
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:47:20
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:47:20
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:47:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:47:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:47:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:47:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:47:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:47:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:47:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:47:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:47:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:48:00
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:48:00
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:48:00
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:48:10
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:48:10
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:48:10
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:48:20
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:48:20
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:48:20
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:48:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:48:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:48:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:48:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:48:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:48:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:48:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:48:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:48:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:49:00
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:49:00
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:49:00
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:49:10
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:49:10
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:49:10
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:49:20
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:49:20
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:49:20
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:49:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:49:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:49:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:49:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:49:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:49:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:49:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:49:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:49:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:50:00
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:50:00
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:50:00
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:50:10
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:50:10
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:50:10
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:50:20
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:50:20
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:50:20
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:50:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:50:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:50:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:50:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:50:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:50:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:50:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:50:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:50:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:51:00
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:51:00
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:51:00
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:51:10
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:51:10
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:51:10
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:51:20
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:51:20
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:51:20
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:51:30
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:51:30
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:51:30
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:51:40
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:51:40
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:51:40
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:51:50
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:51:50
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:51:50
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:52:01
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:52:01
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:52:01
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:52:11
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:52:11
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:52:11
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:52:21
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:52:21
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:52:21
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:52:31
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:52:31
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:52:31
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:52:41
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:52:41
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:52:41
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:52:51
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:52:51
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:52:51
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:53:01
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:53:01
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:53:01
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:53:11
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:53:11
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:53:11
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:53:21
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:53:21
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:53:21
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:53:31
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:53:31
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:53:31
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:53:41
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:53:41
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:53:41
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:53:51
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:53:51
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:53:51
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:54:01
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:54:01
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:54:01
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:54:11
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:54:11
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:54:11
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:54:21
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:54:21
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:54:21
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:54:31
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:54:31
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:54:31
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:54:41
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:54:41
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:54:41
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:54:51
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:54:51
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:54:51
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:55:01
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:55:01
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:55:01
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:55:11
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:55:11
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:55:11
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:55:21
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:55:21
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:55:21
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:55:31
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:55:31
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:55:31
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:55:41
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:55:41
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:55:41
101.0,1.0,50.0,2.5,CRITICAL,2026-03-09 22:55:51
102.0,1.0,150.0,5.0,WARNING,2026-03-09 22:55:51
103.0,2.0,250.0,6.25,WARNING,2026-03-09 22:55:51
