date,product_id,category,warehouse_id,supplier_id,daily_sales,revenue,is_disrupted
2022-01-26,PROD-0001,Electronics,WH-01,SUP-01,26.08,11738.83,False
2022-01-27,PROD-0001,Electronics,WH-01,SUP-01,16.77,7548.64,False
2022-01-28,PROD-0001,Electronics,WH-01,SUP-01,28.62,12882.2,False
2022-01-29,PROD-0001,Electronics,WH-01,SUP-01,20.34,9154.68,False
2022-01-30,PROD-0001,Electronics,WH-01,SUP-01,22.66,10201.48,False
2022-01-31,PROD-0001,Electronics,WH-01,SUP-01,20.34,9153.76,False
2022-02-01,PROD-0001,Electronics,WH-01,SUP-01,48.01,21610.86,False
2022-02-02,PROD-0001,Electronics,WH-01,SUP-01,24.99,11249.36,False
2022-02-03,PROD-0001,Electronics,WH-01,SUP-01,17.34,7806.62,False
2022-02-04,PROD-0001,Electronics,WH-01,SUP-01,33.5,15077.43,False
2022-02-05,PROD-0001,Electronics,WH-01,SUP-01,16.39,7375.39,False
2022-02-06,PROD-0001,Electronics,WH-01,SUP-01,27.03,12166.46,False
2022-02-07,PROD-0001,Electronics,WH-01,SUP-01,12.65,5696.39,False
2022-02-08,PROD-0001,Electronics,WH-01,SUP-01,15.79,7106.35,False
2022-02-09,PROD-0001,Electronics,WH-01,SUP-01,26.93,12120.42,False
2022-02-10,PROD-0001,Electronics,WH-01,SUP-01,32.55,14652.19,False
2022-02-11,PROD-0001,Electronics,WH-01,SUP-01,26.69,12016.03,False
2022-02-12,PROD-0001,Electronics,WH-01,SUP-01,24.15,10869.08,False
2022-02-13,PROD-0001,Electronics,WH-01,SUP-01,22.63,10187.37,False
2022-02-14,PROD-0001,Electronics,WH-01,SUP-01,14.99,6747.61,False
2022-02-15,PROD-0001,Electronics,WH-01,SUP-01,19.55,8800.98,False
2022-02-16,PROD-0001,Electronics,WH-01,SUP-01,21.41,9638.07,False
2022-02-17,PROD-0001,Electronics,WH-01,SUP-01,36.43,16396.59,False
2022-02-18,PROD-0001,Electronics,WH-01,SUP-01,28.38,12774.91,False
2022-02-19,PROD-0001,Electronics,WH-01,SUP-01,13.58,6112.21,False
2022-02-20,PROD-0001,Electronics,WH-01,SUP-01,28.19,12691.32,False
2022-02-21,PROD-0001,Electronics,WH-01,SUP-01,22.0,9903.09,False
2022-02-22,PROD-0001,Electronics,WH-01,SUP-01,19.87,8942.71,False
2022-02-23,PROD-0001,Electronics,WH-01,SUP-01,31.19,14041.04,False
2022-02-24,PROD-0001,Electronics,WH-01,SUP-01,36.13,16262.85,False
2022-02-25,PROD-0001,Electronics,WH-01,SUP-01,34.89,15707.18,False
2022-02-26,PROD-0001,Electronics,WH-01,SUP-01,18.78,8453.49,False
2022-02-27,PROD-0001,Electronics,WH-01,SUP-01,22.61,10177.89,False
2022-02-28,PROD-0001,Electronics,WH-01,SUP-01,28.3,12737.12,False
2022-03-01,PROD-0001,Electronics,WH-01,SUP-01,40.78,18355.27,False
2022-03-02,PROD-0001,Electronics,WH-01,SUP-01,24.51,11033.11,False
2022-03-03,PROD-0001,Electronics,WH-01,SUP-01,27.17,12228.48,False
2022-03-04,PROD-0001,Electronics,WH-01,SUP-01,19.69,8861.06,False
2022-03-05,PROD-0001,Electronics,WH-01,SUP-01,19.08,8587.84,False
2022-03-06,PROD-0001,Electronics,WH-01,SUP-01,38.54,17349.09,False
2022-03-07,PROD-0001,Electronics,WH-01,SUP-01,46.63,20988.52,False
2022-03-08,PROD-0001,Electronics,WH-01,SUP-01,28.29,12733.34,False
2022-03-09,PROD-0001,Electronics,WH-01,SUP-01,41.22,18556.13,False
2022-03-10,PROD-0001,Electronics,WH-01,SUP-01,32.93,14824.36,False
2022-03-11,PROD-0001,Electronics,WH-01,SUP-01,23.16,10423.3,False
2022-03-12,PROD-0001,Electronics,WH-01,SUP-01,32.94,14827.14,False
2022-03-13,PROD-0001,Electronics,WH-01,SUP-01,49.73,22385.64,False
2022-03-14,PROD-0001,Electronics,WH-01,SUP-01,28.67,12906.14,False
2022-03-15,PROD-0001,Electronics,WH-01,SUP-01,50.21,22601.21,False
2022-03-16,PROD-0001,Electronics,WH-01,SUP-01,11.61,5225.78,False
2022-03-17,PROD-0001,Electronics,WH-01,SUP-01,38.73,17432.14,False
2022-03-18,PROD-0001,Electronics,WH-01,SUP-01,29.95,13480.6,False
2022-03-19,PROD-0001,Electronics,WH-01,SUP-01,26.17,11778.41,False
2022-03-20,PROD-0001,Electronics,WH-01,SUP-01,30.01,13506.53,False
2022-03-21,PROD-0001,Electronics,WH-01,SUP-01,14.49,6524.36,False
2022-03-22,PROD-0001,Electronics,WH-01,SUP-01,26.91,12114.98,False
2022-03-23,PROD-0001,Electronics,WH-01,SUP-01,32.94,14827.05,False
2022-03-24,PROD-0001,Electronics,WH-01,SUP-01,48.77,21952.09,False
2022-03-25,PROD-0001,Electronics,WH-01,SUP-01,24.25,10917.21,False
2022-03-26,PROD-0001,Electronics,WH-01,SUP-01,21.91,9864.06,False
2022-03-27,PROD-0001,Electronics,WH-01,SUP-01,24.4,10983.47,False
2022-03-28,PROD-0001,Electronics,WH-01,SUP-01,40.07,18038.93,False
2022-03-29,PROD-0001,Electronics,WH-01,SUP-01,32.64,14692.54,False
2022-03-30,PROD-0001,Electronics,WH-01,SUP-01,24.17,10880.76,False
2022-03-31,PROD-0001,Electronics,WH-01,SUP-01,34.83,15676.95,False
2022-04-01,PROD-0001,Electronics,WH-01,SUP-01,30.11,13553.71,False
2022-04-02,PROD-0001,Electronics,WH-01,SUP-01,40.86,18390.69,False
2022-04-03,PROD-0001,Electronics,WH-01,SUP-01,22.77,10249.57,False
2022-04-04,PROD-0001,Electronics,WH-01,SUP-01,25.96,11686.19,False
2022-04-05,PROD-0001,Electronics,WH-01,SUP-01,25.39,11427.09,False
2022-04-06,PROD-0001,Electronics,WH-01,SUP-01,17.45,7854.84,False
2022-04-07,PROD-0001,Electronics,WH-01,SUP-01,32.31,14543.41,False
2022-04-08,PROD-0001,Electronics,WH-01,SUP-01,31.92,14367.96,False
2022-04-09,PROD-0001,Electronics,WH-01,SUP-01,29.19,13138.62,False
2022-04-10,PROD-0001,Electronics,WH-01,SUP-01,26.84,12082.96,False
2022-04-11,PROD-0001,Electronics,WH-01,SUP-01,17.76,7993.73,False
2022-04-12,PROD-0001,Electronics,WH-01,SUP-01,25.16,11324.25,False
2022-04-13,PROD-0001,Electronics,WH-01,SUP-01,25.86,11638.95,False
2022-04-14,PROD-0001,Electronics,WH-01,SUP-01,22.02,9911.0,False
2022-04-15,PROD-0001,Electronics,WH-01,SUP-01,27.56,12405.35,False
2022-04-16,PROD-0001,Electronics,WH-01,SUP-01,33.59,15121.7,False
2022-04-17,PROD-0001,Electronics,WH-01,SUP-01,56.44,25406.71,False
2022-04-18,PROD-0001,Electronics,WH-01,SUP-01,31.01,13958.46,False
2022-04-19,PROD-0001,Electronics,WH-01,SUP-01,31.93,14371.7,False
2022-04-20,PROD-0001,Electronics,WH-01,SUP-01,28.43,12796.83,False
2022-04-21,PROD-0001,Electronics,WH-01,SUP-01,14.91,6711.47,False
2022-04-22,PROD-0001,Electronics,WH-01,SUP-01,28.92,13016.84,False
2022-04-23,PROD-0001,Electronics,WH-01,SUP-01,29.81,13419.91,False
2022-04-24,PROD-0001,Electronics,WH-01,SUP-01,69.14,31122.42,False
2022-04-25,PROD-0001,Electronics,WH-01,SUP-01,27.3,12287.74,False
2022-04-26,PROD-0001,Electronics,WH-01,SUP-01,32.45,14608.53,False
2022-04-27,PROD-0001,Electronics,WH-01,SUP-01,28.85,12988.31,False
2022-04-28,PROD-0001,Electronics,WH-01,SUP-01,19.4,8734.64,False
2022-04-29,PROD-0001,Electronics,WH-01,SUP-01,43.58,19618.18,False
2022-04-30,PROD-0001,Electronics,WH-01,SUP-01,38.02,17112.0,False
2022-05-01,PROD-0001,Electronics,WH-01,SUP-01,33.52,15087.06,False
2022-05-02,PROD-0001,Electronics,WH-01,SUP-01,18.49,8321.36,False
2022-05-03,PROD-0001,Electronics,WH-01,SUP-01,41.53,18694.4,False
2022-05-04,PROD-0001,Electronics,WH-01,SUP-01,15.56,7005.76,False
2022-05-05,PROD-0001,Electronics,WH-01,SUP-01,31.22,14054.12,False
2022-05-06,PROD-0001,Electronics,WH-01,SUP-01,54.74,24638.5,False
2022-05-07,PROD-0001,Electronics,WH-01,SUP-01,17.98,8093.8,False
2022-05-08,PROD-0001,Electronics,WH-01,SUP-01,20.86,9390.66,False
2022-05-09,PROD-0001,Electronics,WH-01,SUP-01,26.34,11857.17,False
2022-05-10,PROD-0001,Electronics,WH-01,SUP-01,21.33,9602.02,False
2022-05-11,PROD-0001,Electronics,WH-01,SUP-01,14.79,6656.49,False
2022-05-12,PROD-0001,Electronics,WH-01,SUP-01,26.07,11733.6,False
2022-05-13,PROD-0001,Electronics,WH-01,SUP-01,17.55,7899.41,False
2022-05-14,PROD-0001,Electronics,WH-01,SUP-01,30.05,13524.27,False
2022-05-15,PROD-0001,Electronics,WH-01,SUP-01,18.45,8306.72,False
2022-05-16,PROD-0001,Electronics,WH-01,SUP-01,43.8,19716.87,False
2022-05-17,PROD-0001,Electronics,WH-01,SUP-01,19.36,8714.55,False
2022-05-18,PROD-0001,Electronics,WH-01,SUP-01,22.75,10242.5,False
2022-05-19,PROD-0001,Electronics,WH-01,SUP-01,33.86,15243.19,False
2022-05-20,PROD-0001,Electronics,WH-01,SUP-01,16.56,7453.87,False
2022-05-21,PROD-0001,Electronics,WH-01,SUP-01,27.59,12419.67,False
2022-05-22,PROD-0001,Electronics,WH-01,SUP-01,40.27,18125.23,False
2022-05-23,PROD-0001,Electronics,WH-01,SUP-01,14.52,6535.97,False
2022-05-24,PROD-0001,Electronics,WH-01,SUP-01,27.19,12239.84,False
2022-05-25,PROD-0001,Electronics,WH-01,SUP-01,27.92,12568.17,False
2022-05-26,PROD-0001,Electronics,WH-01,SUP-01,33.52,15089.23,False
2022-05-27,PROD-0001,Electronics,WH-01,SUP-01,16.54,7445.02,False
2022-05-28,PROD-0001,Electronics,WH-01,SUP-01,16.07,7231.54,False
2022-05-29,PROD-0001,Electronics,WH-01,SUP-01,30.62,13782.86,False
2022-05-30,PROD-0001,Electronics,WH-01,SUP-01,28.31,12741.0,False
2022-05-31,PROD-0001,Electronics,WH-01,SUP-01,27.85,12537.04,False
2022-06-01,PROD-0001,Electronics,WH-01,SUP-01,23.05,10373.59,False
2022-06-02,PROD-0001,Electronics,WH-01,SUP-01,16.09,7243.7,False
2022-06-03,PROD-0001,Electronics,WH-01,SUP-01,22.15,9969.83,False
2022-06-04,PROD-0001,Electronics,WH-01,SUP-01,22.63,10185.69,False
2022-06-05,PROD-0001,Electronics,WH-01,SUP-01,15.91,7160.07,False
2022-06-06,PROD-0001,Electronics,WH-01,SUP-01,39.25,17667.0,False
2022-06-07,PROD-0001,Electronics,WH-01,SUP-01,24.12,10855.3,False
2022-06-08,PROD-0001,Electronics,WH-01,SUP-01,13.47,6061.7,False
2022-06-09,PROD-0001,Electronics,WH-01,SUP-01,25.72,11575.3,False
2022-06-10,PROD-0001,Electronics,WH-01,SUP-01,14.53,6540.9,False
2022-06-11,PROD-0001,Electronics,WH-01,SUP-01,26.92,12119.65,False
2022-06-12,PROD-0001,Electronics,WH-01,SUP-01,30.67,13804.45,False
2022-06-13,PROD-0001,Electronics,WH-01,SUP-01,15.34,6905.91,False
2022-06-14,PROD-0001,Electronics,WH-01,SUP-01,28.65,12896.19,False
2022-06-15,PROD-0001,Electronics,WH-01,SUP-01,23.63,10637.21,False
2022-06-16,PROD-0001,Electronics,WH-01,SUP-01,27.27,12277.15,False
2022-06-17,PROD-0001,Electronics,WH-01,SUP-01,39.74,17886.22,False
2022-06-18,PROD-0001,Electronics,WH-01,SUP-01,18.78,8451.98,False
2022-06-19,PROD-0001,Electronics,WH-01,SUP-01,15.72,7075.32,False
2022-06-20,PROD-0001,Electronics,WH-01,SUP-01,14.99,6747.86,False
2022-06-21,PROD-0001,Electronics,WH-01,SUP-01,15.38,6925.12,False
2022-06-22,PROD-0001,Electronics,WH-01,SUP-01,19.93,8969.57,False
2022-06-23,PROD-0001,Electronics,WH-01,SUP-01,23.07,10384.97,False
2022-06-24,PROD-0001,Electronics,WH-01,SUP-01,22.56,10154.66,False
2022-06-25,PROD-0001,Electronics,WH-01,SUP-01,27.36,12314.02,False
2022-06-26,PROD-0001,Electronics,WH-01,SUP-01,20.58,9261.9,False
2022-06-27,PROD-0001,Electronics,WH-01,SUP-01,34.07,15336.4,False
2022-06-28,PROD-0001,Electronics,WH-01,SUP-01,18.68,8406.43,False
2022-06-29,PROD-0001,Electronics,WH-01,SUP-01,53.09,23898.59,False
2022-06-30,PROD-0001,Electronics,WH-01,SUP-01,25.51,11483.11,False
2022-07-01,PROD-0001,Electronics,WH-01,SUP-01,15.18,6834.77,False
2022-07-02,PROD-0001,Electronics,WH-01,SUP-01,14.09,6342.98,False
2022-07-03,PROD-0001,Electronics,WH-01,SUP-01,24.27,10926.17,False
2022-07-04,PROD-0001,Electronics,WH-01,SUP-01,18.96,8535.36,False
2022-07-05,PROD-0001,Electronics,WH-01,SUP-01,26.33,11851.6,False
2022-07-06,PROD-0001,Electronics,WH-01,SUP-01,24.2,10895.28,False
2022-07-07,PROD-0001,Electronics,WH-01,SUP-01,20.0,9001.04,False
2022-07-08,PROD-0001,Electronics,WH-01,SUP-01,15.25,6866.03,False
2022-07-09,PROD-0001,Electronics,WH-01,SUP-01,12.07,5435.22,False
2022-07-10,PROD-0001,Electronics,WH-01,SUP-01,17.55,7900.7,False
2022-07-11,PROD-0001,Electronics,WH-01,SUP-01,27.7,12467.24,False
2022-07-12,PROD-0001,Electronics,WH-01,SUP-01,22.12,9958.55,False
2022-07-13,PROD-0001,Electronics,WH-01,SUP-01,13.27,5975.23,False
2022-07-14,PROD-0001,Electronics,WH-01,SUP-01,21.81,9819.58,False
2022-07-15,PROD-0001,Electronics,WH-01,SUP-01,23.5,10577.83,False
2022-07-16,PROD-0001,Electronics,WH-01,SUP-01,15.07,6784.78,False
2022-07-17,PROD-0001,Electronics,WH-01,SUP-01,21.68,9756.85,False
2022-07-18,PROD-0001,Electronics,WH-01,SUP-01,20.97,9437.33,False
2022-07-19,PROD-0001,Electronics,WH-01,SUP-01,13.77,6199.03,False
2022-07-20,PROD-0001,Electronics,WH-01,SUP-01,23.29,10483.39,False
2022-07-21,PROD-0001,Electronics,WH-01,SUP-01,25.01,11256.82,False
2022-07-22,PROD-0001,Electronics,WH-01,SUP-01,30.03,13516.37,False
2022-07-23,PROD-0001,Electronics,WH-01,SUP-01,29.73,13380.49,False
2022-07-24,PROD-0001,Electronics,WH-01,SUP-01,12.69,5713.98,False
2022-07-25,PROD-0001,Electronics,WH-01,SUP-01,14.81,6665.83,False
2022-07-26,PROD-0001,Electronics,WH-01,SUP-01,24.63,11085.4,False
2022-07-27,PROD-0001,Electronics,WH-01,SUP-01,24.62,11082.03,False
2022-07-28,PROD-0001,Electronics,WH-01,SUP-01,24.63,11088.41,False
2022-07-29,PROD-0001,Electronics,WH-01,SUP-01,79.24,35666.89,False
2022-07-30,PROD-0001,Electronics,WH-01,SUP-01,25.13,11310.28,False
2022-07-31,PROD-0001,Electronics,WH-01,SUP-01,30.62,13783.63,False
2022-08-01,PROD-0001,Electronics,WH-01,SUP-01,28.74,12936.69,False
2022-08-02,PROD-0001,Electronics,WH-01,SUP-01,25.86,11638.13,False
2022-08-03,PROD-0001,Electronics,WH-01,SUP-01,18.44,8298.62,False
2022-08-04,PROD-0001,Electronics,WH-01,SUP-01,26.85,12087.91,False
2022-08-05,PROD-0001,Electronics,WH-01,SUP-01,15.71,7072.48,False
2022-08-06,PROD-0001,Electronics,WH-01,SUP-01,18.96,8533.04,False
2022-08-07,PROD-0001,Electronics,WH-01,SUP-01,17.38,7823.16,False
2022-08-08,PROD-0001,Electronics,WH-01,SUP-01,21.2,9542.49,False
2022-08-09,PROD-0001,Electronics,WH-01,SUP-01,46.32,20850.18,False
2022-08-10,PROD-0001,Electronics,WH-01,SUP-01,10.72,4825.06,False
2022-08-11,PROD-0001,Electronics,WH-01,SUP-01,26.2,11795.16,False
2022-08-12,PROD-0001,Electronics,WH-01,SUP-01,11.72,5276.07,False
2022-08-13,PROD-0001,Electronics,WH-01,SUP-01,17.48,7866.3,False
2022-08-14,PROD-0001,Electronics,WH-01,SUP-01,30.18,13585.87,False
2022-08-15,PROD-0001,Electronics,WH-01,SUP-01,21.09,9492.75,False
2022-08-16,PROD-0001,Electronics,WH-01,SUP-01,14.14,6365.88,False
2022-08-17,PROD-0001,Electronics,WH-01,SUP-01,16.06,7227.84,False
2022-08-18,PROD-0001,Electronics,WH-01,SUP-01,26.17,11778.65,False
2022-08-19,PROD-0001,Electronics,WH-01,SUP-01,15.98,7191.74,False
2022-08-20,PROD-0001,Electronics,WH-01,SUP-01,22.26,10018.72,False
2022-08-21,PROD-0001,Electronics,WH-01,SUP-01,20.97,9438.32,False
2022-08-22,PROD-0001,Electronics,WH-01,SUP-01,16.43,7395.71,False
2022-08-23,PROD-0001,Electronics,WH-01,SUP-01,43.72,19677.46,False
2022-08-24,PROD-0001,Electronics,WH-01,SUP-01,25.77,11601.08,False
2022-08-25,PROD-0001,Electronics,WH-01,SUP-01,10.16,4574.78,False
2022-08-26,PROD-0001,Electronics,WH-01,SUP-01,22.04,9921.97,False
2022-08-27,PROD-0001,Electronics,WH-01,SUP-01,16.38,7374.29,False
2022-08-28,PROD-0001,Electronics,WH-01,SUP-01,27.84,12529.79,False
2022-08-29,PROD-0001,Electronics,WH-01,SUP-01,15.65,7046.34,False
2022-08-30,PROD-0001,Electronics,WH-01,SUP-01,19.85,8934.01,False
2022-08-31,PROD-0001,Electronics,WH-01,SUP-01,24.66,11099.51,False
2022-09-01,PROD-0001,Electronics,WH-01,SUP-01,40.22,18105.37,False
2022-09-02,PROD-0001,Electronics,WH-01,SUP-01,19.52,8786.56,False
2022-09-03,PROD-0001,Electronics,WH-01,SUP-01,26.43,11898.16,False
2022-09-04,PROD-0001,Electronics,WH-01,SUP-01,25.17,11328.95,False
2022-09-05,PROD-0001,Electronics,WH-01,SUP-01,23.65,10644.67,False
2022-09-06,PROD-0001,Electronics,WH-01,SUP-01,55.15,24822.89,False
2022-09-07,PROD-0001,Electronics,WH-01,SUP-01,34.26,15421.05,False
2022-09-08,PROD-0001,Electronics,WH-01,SUP-01,19.13,8609.04,False
2022-09-09,PROD-0001,Electronics,WH-01,SUP-01,41.01,18458.16,False
2022-09-10,PROD-0001,Electronics,WH-01,SUP-01,62.51,28138.6,False
2022-09-11,PROD-0001,Electronics,WH-01,SUP-01,42.7,19218.68,False
2022-09-12,PROD-0001,Electronics,WH-01,SUP-01,17.48,7868.54,False
2022-09-13,PROD-0001,Electronics,WH-01,SUP-01,25.12,11305.66,False
2022-09-14,PROD-0001,Electronics,WH-01,SUP-01,46.37,20870.49,False
2022-09-15,PROD-0001,Electronics,WH-01,SUP-01,23.23,10457.98,False
2022-09-16,PROD-0001,Electronics,WH-01,SUP-01,34.77,15650.76,False
2022-09-17,PROD-0001,Electronics,WH-01,SUP-01,39.04,17574.28,False
2022-09-18,PROD-0001,Electronics,WH-01,SUP-01,21.53,9689.29,False
2022-09-19,PROD-0001,Electronics,WH-01,SUP-01,29.16,13127.98,False
2022-09-20,PROD-0001,Electronics,WH-01,SUP-01,9.58,4311.42,False
2022-09-21,PROD-0001,Electronics,WH-01,SUP-01,20.81,9368.08,False
2022-09-22,PROD-0001,Electronics,WH-01,SUP-01,27.27,12275.16,False
2022-09-23,PROD-0001,Electronics,WH-01,SUP-01,19.25,8665.81,False
2022-09-24,PROD-0001,Electronics,WH-01,SUP-01,52.76,23750.06,False
2022-09-25,PROD-0001,Electronics,WH-01,SUP-01,18.07,8132.14,False
2022-09-26,PROD-0001,Electronics,WH-01,SUP-01,25.55,11501.65,False
2022-09-27,PROD-0001,Electronics,WH-01,SUP-01,31.21,14046.84,False
2022-09-28,PROD-0001,Electronics,WH-01,SUP-01,49.37,22224.96,False
2022-09-29,PROD-0001,Electronics,WH-01,SUP-01,18.04,8120.17,False
2022-09-30,PROD-0001,Electronics,WH-01,SUP-01,44.81,20168.9,False
2022-10-01,PROD-0001,Electronics,WH-01,SUP-01,26.03,11716.36,False
2022-10-02,PROD-0001,Electronics,WH-01,SUP-01,18.4,8281.37,False
2022-10-03,PROD-0001,Electronics,WH-01,SUP-01,30.5,13727.56,False
2022-10-04,PROD-0001,Electronics,WH-01,SUP-01,27.82,12521.81,False
2022-10-05,PROD-0001,Electronics,WH-01,SUP-01,21.03,9467.43,False
2022-10-06,PROD-0001,Electronics,WH-01,SUP-01,26.59,11971.11,False
2022-10-07,PROD-0001,Electronics,WH-01,SUP-01,22.68,10209.7,False
2022-10-08,PROD-0001,Electronics,WH-01,SUP-01,27.01,12158.89,False
2022-10-09,PROD-0001,Electronics,WH-01,SUP-01,32.73,14734.73,False
2022-10-10,PROD-0001,Electronics,WH-01,SUP-01,45.24,20362.59,False
2022-10-11,PROD-0001,Electronics,WH-01,SUP-01,16.84,7579.83,False
2022-10-12,PROD-0001,Electronics,WH-01,SUP-01,54.8,24665.84,False
2022-10-13,PROD-0001,Electronics,WH-01,SUP-01,13.12,5904.76,False
2022-10-14,PROD-0001,Electronics,WH-01,SUP-01,24.64,11089.48,False
2022-10-15,PROD-0001,Electronics,WH-01,SUP-01,31.92,14370.31,False
2022-10-16,PROD-0001,Electronics,WH-01,SUP-01,28.67,12906.52,False
2022-10-17,PROD-0001,Electronics,WH-01,SUP-01,20.9,9408.11,False
2022-10-18,PROD-0001,Electronics,WH-01,SUP-01,24.17,10878.7,False
2022-10-19,PROD-0001,Electronics,WH-01,SUP-01,21.88,9847.63,False
2022-10-20,PROD-0001,Electronics,WH-01,SUP-01,21.15,9522.29,False
2022-10-21,PROD-0001,Electronics,WH-01,SUP-01,35.01,15758.9,False
2022-10-22,PROD-0001,Electronics,WH-01,SUP-01,29.47,13265.04,False
2022-10-23,PROD-0001,Electronics,WH-01,SUP-01,20.41,9187.0,False
2022-10-24,PROD-0001,Electronics,WH-01,SUP-01,35.64,16043.44,False
2022-10-25,PROD-0001,Electronics,WH-01,SUP-01,28.97,13041.37,False
2022-10-26,PROD-0001,Electronics,WH-01,SUP-01,34.59,15567.81,False
2022-10-27,PROD-0001,Electronics,WH-01,SUP-01,32.44,14602.68,False
2022-10-28,PROD-0001,Electronics,WH-01,SUP-01,19.47,8765.46,False
2022-10-29,PROD-0001,Electronics,WH-01,SUP-01,21.4,9631.46,False
2022-10-30,PROD-0001,Electronics,WH-01,SUP-01,33.82,15222.63,False
2022-10-31,PROD-0001,Electronics,WH-01,SUP-01,32.24,14512.23,False
2022-11-01,PROD-0001,Electronics,WH-01,SUP-01,29.87,13443.97,False
2022-11-02,PROD-0001,Electronics,WH-01,SUP-01,32.17,14480.15,False
2022-11-03,PROD-0001,Electronics,WH-01,SUP-01,49.5,22280.25,False
2022-11-04,PROD-0001,Electronics,WH-01,SUP-01,26.35,11860.39,False
2022-11-05,PROD-0001,Electronics,WH-01,SUP-01,40.15,18072.73,False
2022-11-06,PROD-0001,Electronics,WH-01,SUP-01,31.56,14207.19,False
2022-11-07,PROD-0001,Electronics,WH-01,SUP-01,32.04,14423.4,False
2022-11-08,PROD-0001,Electronics,WH-01,SUP-01,51.79,23314.32,False
2022-11-09,PROD-0001,Electronics,WH-01,SUP-01,47.94,21580.26,False
2022-11-10,PROD-0001,Electronics,WH-01,SUP-01,48.58,21866.01,False
2022-11-11,PROD-0001,Electronics,WH-01,SUP-01,58.65,26400.47,False
2022-11-12,PROD-0001,Electronics,WH-01,SUP-01,37.99,17098.91,False
2022-11-13,PROD-0001,Electronics,WH-01,SUP-01,48.56,21856.3,False
2022-11-14,PROD-0001,Electronics,WH-01,SUP-01,34.76,15647.34,False
2022-11-15,PROD-0001,Electronics,WH-01,SUP-01,43.93,19774.45,False
2022-11-16,PROD-0001,Electronics,WH-01,SUP-01,37.89,17053.8,False
2022-11-17,PROD-0001,Electronics,WH-01,SUP-01,41.43,18649.48,False
2022-11-18,PROD-0001,Electronics,WH-01,SUP-01,49.76,22400.42,False
2022-11-19,PROD-0001,Electronics,WH-01,SUP-01,30.58,13766.85,False
2022-11-20,PROD-0001,Electronics,WH-01,SUP-01,85.29,38390.35,False
2022-11-21,PROD-0001,Electronics,WH-01,SUP-01,29.0,13054.85,False
2022-11-22,PROD-0001,Electronics,WH-01,SUP-01,27.09,12195.45,False
2022-11-23,PROD-0001,Electronics,WH-01,SUP-01,62.38,28081.19,False
2022-11-24,PROD-0001,Electronics,WH-01,SUP-01,55.02,24767.83,False
2022-11-25,PROD-0001,Electronics,WH-01,SUP-01,51.98,23396.33,False
2022-11-26,PROD-0001,Electronics,WH-01,SUP-01,52.09,23446.08,False
2022-11-27,PROD-0001,Electronics,WH-01,SUP-01,41.61,18729.75,False
2022-11-28,PROD-0001,Electronics,WH-01,SUP-01,30.48,13721.3,False
2022-11-29,PROD-0001,Electronics,WH-01,SUP-01,42.75,19241.7,False
2022-11-30,PROD-0001,Electronics,WH-01,SUP-01,32.73,14732.74,False
2022-12-01,PROD-0001,Electronics,WH-01,SUP-01,58.1,26150.54,False
2022-12-02,PROD-0001,Electronics,WH-01,SUP-01,39.01,17559.14,False
2022-12-03,PROD-0001,Electronics,WH-01,SUP-01,30.56,13757.08,False
2022-12-04,PROD-0001,Electronics,WH-01,SUP-01,36.18,16287.35,False
2022-12-05,PROD-0001,Electronics,WH-01,SUP-01,46.38,20879.28,False
