product_id,date,daily_sales,region
PROD-0012,2024-01-04,23,East
PROD-0045,2024-01-04,21,Central
PROD-0001,2024-01-04,27,West
PROD-0071,2024-01-04,4,North
PROD-0046,2024-01-04,29,Central
PROD-0022,2024-01-04,32,South
PROD-0042,2024-01-04,19,West
PROD-0028,2024-01-04,10,West
PROD-0018,2024-01-04,15,West
PROD-0078,2024-01-04,18,West
PROD-0021,2024-01-04,32,North
PROD-0019,2024-01-04,14,West
PROD-0083,2024-01-04,14,East
PROD-0077,2024-01-04,16,South
PROD-0027,2024-01-04,30,West
PROD-0068,2024-01-04,3,North
PROD-0032,2024-01-04,4,North
PROD-0003,2024-01-04,19,North
PROD-0025,2024-01-04,33,East
PROD-0057,2024-01-04,6,Central
PROD-0040,2024-01-04,2,Central
PROD-0076,2024-01-04,25,Central
PROD-0008,2024-01-04,15,North
PROD-0084,2024-01-04,18,East
PROD-0054,2024-01-04,30,West
PROD-0011,2024-01-04,32,North
PROD-0031,2024-01-04,13,Central
PROD-0016,2024-01-04,14,East
PROD-0055,2024-01-04,4,Central
PROD-0045,2024-01-05,7,West
PROD-0078,2024-01-05,10,North
PROD-0051,2024-01-05,16,Central
PROD-0087,2024-01-05,16,North
PROD-0100,2024-01-05,34,East
PROD-0077,2024-01-05,25,South
PROD-0058,2024-01-05,19,Central
PROD-0016,2024-01-05,35,Central
PROD-0050,2024-01-05,28,Central
PROD-0098,2024-01-05,1,Central
PROD-0032,2024-01-05,30,East
PROD-0035,2024-01-05,1,South
PROD-0082,2024-01-05,12,East
PROD-0014,2024-01-05,15,East
PROD-0080,2024-01-05,0,South
PROD-0062,2024-01-05,7,Central
PROD-0065,2024-01-05,30,West
PROD-0027,2024-01-05,3,South
PROD-0084,2024-01-05,33,North
PROD-0001,2024-01-05,4,Central
PROD-0073,2024-01-05,9,West
PROD-0029,2024-01-05,18,West
PROD-0096,2024-01-05,15,South
PROD-0063,2024-01-05,16,East
PROD-0046,2024-01-05,32,East
PROD-0005,2024-01-05,35,Central
PROD-0012,2024-01-05,27,North
PROD-0083,2024-01-05,2,South
PROD-0019,2024-01-05,7,Central
PROD-0070,2024-01-05,2,North
PROD-0076,2024-01-05,12,West
PROD-0090,2024-01-05,30,West
PROD-0047,2024-01-05,22,Central
PROD-0091,2024-01-05,20,West
PROD-0054,2024-01-05,12,South
PROD-0043,2024-01-05,34,Central
PROD-0095,2024-01-05,5,East
PROD-0093,2024-01-05,19,North
PROD-0066,2024-01-05,13,Central
PROD-0092,2024-01-05,22,Central
PROD-0020,2024-01-05,30,East
PROD-0002,2024-01-05,2,South
PROD-0060,2024-01-05,18,Central
PROD-0049,2024-01-05,2,North
PROD-0071,2024-01-05,9,East
PROD-0036,2024-01-05,9,South
PROD-0037,2024-01-05,34,East
PROD-0075,2024-01-05,13,East
PROD-0069,2024-01-05,5,North
PROD-0099,2024-01-05,22,West
PROD-0009,2024-01-05,8,South
PROD-0024,2024-01-05,17,Central
PROD-0031,2024-01-05,32,South
PROD-0079,2024-01-05,23,Central
PROD-0011,2024-01-05,30,East
PROD-0030,2024-01-05,3,West
PROD-0004,2024-01-05,33,North
PROD-0048,2024-01-05,19,North
PROD-0055,2024-01-05,21,North
PROD-0061,2024-01-05,14,Central
PROD-0072,2024-01-05,19,Central
PROD-0021,2024-01-05,18,West
PROD-0022,2024-01-05,13,North
PROD-0053,2024-01-05,18,North
PROD-0033,2024-01-05,14,South
PROD-0081,2024-01-05,28,West
PROD-0056,2024-01-05,31,East
PROD-0059,2024-01-05,4,West
PROD-0094,2024-01-05,4,South
PROD-0026,2024-01-05,19,Central
PROD-0098,2024-01-06,2,West
PROD-0071,2024-01-06,8,East
PROD-0054,2024-01-06,6,East
PROD-0077,2024-01-06,21,South
PROD-0048,2024-01-06,2,Central
PROD-0068,2024-01-06,16,North
PROD-0029,2024-01-06,14,Central
PROD-0016,2024-01-06,4,East
PROD-0100,2024-01-06,9,South
PROD-0012,2024-01-06,6,North
PROD-0051,2024-01-06,4,East
PROD-0028,2024-01-06,4,South
PROD-0036,2024-01-06,16,South
PROD-0053,2024-01-06,20,North
PROD-0093,2024-01-06,4,West
PROD-0083,2024-01-06,12,Central
PROD-0094,2024-01-06,20,Central
PROD-0061,2024-01-06,11,Central
PROD-0087,2024-01-06,17,Central
PROD-0082,2024-01-06,8,East
PROD-0056,2024-01-06,4,West
PROD-0031,2024-01-06,2,West
PROD-0027,2024-01-06,11,East
PROD-0074,2024-01-06,7,Central
PROD-0057,2024-01-06,1,East
PROD-0041,2024-01-06,13,North
PROD-0020,2024-01-06,8,West
PROD-0010,2024-01-06,11,North
PROD-0095,2024-01-06,1,East
PROD-0066,2024-01-06,7,North
PROD-0007,2024-01-06,17,North
PROD-0003,2024-01-06,16,Central
PROD-0076,2024-01-06,13,West
PROD-0006,2024-01-06,12,Central
PROD-0046,2024-01-06,14,North
PROD-0096,2024-01-06,11,Central
PROD-0047,2024-01-06,17,South
PROD-0091,2024-01-06,8,Central
PROD-0052,2024-01-06,12,Central
PROD-0043,2024-01-06,4,North
PROD-0088,2024-01-06,11,North
PROD-0023,2024-01-06,9,North
PROD-0033,2024-01-06,13,South
PROD-0086,2024-01-06,0,South
PROD-0032,2024-01-06,18,West
PROD-0058,2024-01-06,11,Central
PROD-0080,2024-01-06,14,Central
PROD-0039,2024-01-06,4,East
PROD-0008,2024-01-06,9,East
PROD-0092,2024-01-06,10,West
PROD-0018,2024-01-06,21,East
PROD-0055,2024-01-06,18,Central
PROD-0042,2024-01-06,1,East
PROD-0045,2024-01-06,2,East
PROD-0025,2024-01-06,2,Central
PROD-0004,2024-01-06,18,West
PROD-0026,2024-01-06,7,East
PROD-0067,2024-01-06,19,Central
PROD-0059,2024-01-06,4,East
PROD-0019,2024-01-06,2,Central
PROD-0005,2024-01-06,17,South
PROD-0037,2024-01-06,9,East
PROD-0021,2024-01-06,17,West
PROD-0079,2024-01-06,3,Central
PROD-0030,2024-01-06,18,North
PROD-0070,2024-01-06,8,Central
PROD-0014,2024-01-06,10,East
PROD-0011,2024-01-06,3,Central
PROD-0100,2024-01-07,17,West
PROD-0056,2024-01-07,13,East
PROD-0075,2024-01-07,0,East
PROD-0003,2024-01-07,8,South
PROD-0065,2024-01-07,5,East
PROD-0070,2024-01-07,21,West
PROD-0016,2024-01-07,4,South
PROD-0042,2024-01-07,3,South
PROD-0044,2024-01-07,2,East
PROD-0039,2024-01-07,2,Central
PROD-0064,2024-01-07,21,Central
PROD-0048,2024-01-07,19,Central
PROD-0094,2024-01-07,0,East
PROD-0004,2024-01-07,21,Central
PROD-0066,2024-01-07,3,Central
PROD-0049,2024-01-07,10,South
PROD-0028,2024-01-07,4,South
PROD-0071,2024-01-07,18,Central
PROD-0032,2024-01-07,4,West
PROD-0050,2024-01-07,0,West
PROD-0078,2024-01-07,9,South
PROD-0081,2024-01-07,11,Central
PROD-0085,2024-01-07,7,West
PROD-0052,2024-01-07,6,Central
PROD-0024,2024-01-07,6,East
PROD-0061,2024-01-07,12,South
PROD-0019,2024-01-07,9,Central
PROD-0030,2024-01-07,11,West
PROD-0095,2024-01-07,21,East
PROD-0033,2024-01-07,21,West
PROD-0082,2024-01-07,13,Central
PROD-0017,2024-01-07,11,South
PROD-0034,2024-01-07,4,Central
PROD-0087,2024-01-07,3,East
PROD-0018,2024-01-07,1,West
PROD-0007,2024-01-07,9,Central
PROD-0093,2024-01-07,2,Central
PROD-0073,2024-01-07,2,East
PROD-0080,2024-01-07,2,South
PROD-0025,2024-01-07,7,West
PROD-0035,2024-01-07,13,South
PROD-0083,2024-01-07,11,North
PROD-0054,2024-01-07,6,West
PROD-0010,2024-01-07,9,North
PROD-0053,2024-01-07,11,North
PROD-0067,2024-01-07,10,Central
PROD-0055,2024-01-07,9,South
PROD-0015,2024-01-07,10,North
PROD-0063,2024-01-07,9,South
PROD-0058,2024-01-07,0,East
PROD-0059,2024-01-07,2,East
PROD-0090,2024-01-07,4,South
PROD-0057,2024-01-07,0,East
PROD-0089,2024-01-07,12,South
PROD-0021,2024-01-07,20,West
PROD-0086,2024-01-07,11,Central
PROD-0077,2024-01-07,0,North
PROD-0001,2024-01-07,0,East
PROD-0079,2024-01-07,5,South
PROD-0084,2024-01-07,14,Central
PROD-0022,2024-01-07,14,West
PROD-0077,2024-01-08,13,South
PROD-0009,2024-01-08,14,North
PROD-0036,2024-01-08,2,South
PROD-0012,2024-01-08,18,Central
PROD-0026,2024-01-08,21,North
PROD-0090,2024-01-08,5,West
PROD-0048,2024-01-08,27,Central
PROD-0006,2024-01-08,1,Central
PROD-0017,2024-01-08,25,South
PROD-0025,2024-01-08,32,South
PROD-0043,2024-01-08,13,West
PROD-0100,2024-01-08,0,Central
PROD-0089,2024-01-08,16,South
PROD-0082,2024-01-08,25,West
PROD-0022,2024-01-08,8,North
PROD-0020,2024-01-08,23,East
PROD-0041,2024-01-08,3,Central
PROD-0011,2024-01-08,24,Central
PROD-0005,2024-01-08,23,Central
PROD-0015,2024-01-08,1,West
PROD-0088,2024-01-08,21,North
PROD-0002,2024-01-08,28,West
